test	taille	tri	tableau	exe	exectime	memory
187	23043000	insertion	croissant	opti	0.63 181240
192	12712000	insertion	croissant	nonOpti	0.43 100456
182	28712000	insertion	croissant	nonOpti	0.98 225556
190	22433000	insertion	croissant	opti	0.63 176500
187	23043000	insertion	croissant	nonOpti	0.82 181208
191	24211000	insertion	croissant	opti	0.67 190364
200	8391000	insertion	croissant	opti	0.21 66740
200	8391000	insertion	croissant	nonOpti	0.30 66728
190	22433000	insertion	croissant	nonOpti	0.76 176404
191	24211000	insertion	croissant	nonOpti	0.84 190368
196	19630000	insertion	croissant	opti	0.54 154588
193	25367000	insertion	croissant	opti	0.70 199368
196	19630000	insertion	croissant	nonOpti	0.63 154500
193	25367000	insertion	croissant	nonOpti	0.86 199412
198	24233000	insertion	croissant	opti	0.68 190532
197	27306000	insertion	croissant	opti	0.75 214512
198	24233000	insertion	croissant	nonOpti	0.82 190496
197	27306000	insertion	croissant	nonOpti	0.91 214556
