test	taille	exe	exectime	memory	mmm
787	15181	fus	0.00 1420	1		
787	15181	ins	0.00 1300	1		
787	15181	rap	0.57 2244		1	
788	6621	ins	0.00 1276	1		
788	6621	fus	0.00 1336	1		
788	6621	rap	0.11 1588		1	
789	13559	ins	0.00 1388	1		
789	13559	fus	0.00 1528	1		
789	13559	rap	0.44 2132		1	
790	29389	fus	0.00 1700			1
790	29389	ins	0.00 1512			1
790	29389	rap	2.01 3240		1	
791	4888	fus	0.00 1356			1
791	4888	ins	0.00 1164			1
791	4888	rap	0.07 1564		1	
792	17487	ins	0.00 1368			1
792	17487	fus	0.00 1632			1
792	17487	rap	0.76 2484		1	
793	30325	fus	0.00 1832	1		
793	30325	ins	0.00 1504			1
793	30325	rap	2.21 3396		1	
794	17168	ins	0.00 1332			1
794	17168	fus	0.00 1580	1		
794	17168	rap	0.73 2432		1	
795	31400	ins	0.00 1528	1		
795	31400	fus	0.00 1752	1		
795	31400	rap	2.37 3504		1	
796	619	fus	0.00 1364			1
796	619	ins	0.00 1276			1
796	619	rap	0.00 1276			1
797	26406	ins	0.00 1504	1		
797	26406	fus	0.00 1720	1		
797	26406	rap	1.57 3152		1	
798	11615	fus	0.00 1500			1
798	11615	ins	0.00 1272			1
798	11615	rap	0.36 2096		1	
799	25964	fus	0.00 1648			
799	25964	ins	0.00 1400			
799	25964	rap	1.57 3104		1	
800	16143	fus	0.00 1488	1		
800	16143	ins	0.00 1300	1		
800	16143	rap	0.62 2380		1	
801	17255	fus	0.00 1540	1		
801	17255	ins	0.00 1420	1		
801	17255	rap	0.70 2500		1	
802	19772	ins	0.00 1332			1
802	19772	fus	0.00 1552			1
802	19772	rap	0.88 2616		1	
803	16101	fus	0.00 1432			
803	16101	ins	0.00 1356			
803	16101	rap	0.65 2256		1	
804	2452	fus	0.00 1304	1		
804	2452	ins	0.00 1200	1		
804	2452	rap	0.01 1444		1	
805	5970	fus	0.00 1448			1
805	5970	ins	0.00 1172			1
805	5970	rap	0.08 1592		1	
806	26027	ins	0.00 1380	1		
806	26027	fus	0.00 1728	1		
806	26027	rap	1.54 3100		1	
807	25729	ins	0.00 1404	1		
807	25729	fus	0.00 1724	1		
807	25729	rap	1.36 2988		1	
808	3062	fus	0.00 1284			
808	3062	ins	0.00 1224			
808	3062	rap	0.02 1392		1	
809	2615	fus	0.00 1396			1
809	2615	ins	0.00 1248			1
809	2615	rap	0.01 1452		1	
810	16877	fus	0.00 1516	1		
810	16877	ins	0.00 1332	1		
810	16877	rap	0.58 2368		1	
811	3136	fus	0.00 1372	1		
811	3136	ins	0.00 1204			1
811	3136	rap	0.02 1512		1	
812	27562	ins	0.00 1504			1
812	27562	fus	0.00 1684	1		
812	27562	rap	1.66 3132		1	
813	15699	ins	0.00 1356	1		
813	15699	fus	0.00 1428	1		
813	15699	rap	0.54 2276		1	
814	12841	fus	0.00 1520	1		
814	12841	ins	0.00 1336			1
814	12841	rap	0.34 2148		1	
815	29498	ins	0.00 1408			1
815	29498	fus	0.00 1748	1		
815	29498	rap	1.82 3352		1	
816	6452	fus	0.00 1380	1		
816	6452	ins	0.00 1344			1
816	6452	rap	0.08 1628		1	
817	23709	ins	0.00 1476	1		
817	23709	fus	0.00 1664	1		
817	23709	rap	1.23 2916		1	
818	28095	ins	0.00 1448	1		
818	28095	fus	0.00 1724	1		
818	28095	rap	1.78 3212		1	
819	24382	ins	0.00 1420	1		
819	24382	fus	0.00 1652	1		
819	24382	rap	1.30 2992		1	
820	3971	ins	0.00 1268	1		
820	3971	fus	0.00 1372	1		
820	3971	rap	0.04 1512		1	
821	15074	ins	0.00 1296			1
821	15074	fus	0.00 1528	1		
821	15074	rap	0.48 2232		1	
822	30547	ins	0.00 1492	1		
822	30547	fus	0.00 1756	1		
822	30547	rap	1.99 3400		1	
823	13840	fus	0.00 1504	1		
823	13840	ins	0.00 1280	1		
823	13840	rap	0.40 2268		1	
824	11663	ins	0.00 1328			1
824	11663	fus	0.00 1436	1		
824	11663	rap	0.30 2016		1	
825	15036	ins	0.00 1404	1		
825	15036	fus	0.00 1504	1		
825	15036	rap	0.48 2332		1	
826	25241	fus	0.00 1632	1		
826	25241	ins	0.00 1428	1		
826	25241	rap	1.33 3036		1	
827	30561	ins	0.00 1520	1		
827	30561	fus	0.00 1792	1		
827	30561	rap	2.02 3324		1	
828	13014	ins	0.00 1336	1		
828	13014	fus	0.00 1492	1		
828	13014	rap	0.35 2164		1	
829	21262	ins	0.00 1364			1
829	21262	fus	0.00 1568	1		
829	21262	rap	0.94 2688		1	
830	3983	fus	0.00 1376	1		
830	3983	ins	0.00 1268	1		
830	3983	rap	0.03 1472		1	
831	20972	ins	0.00 1436	1		
831	20972	fus	0.00 1612	1		
831	20972	rap	0.93 2708		1	
832	9821	ins	0.00 1340	1		
832	9821	fus	0.00 1476	1		
832	9821	rap	0.21 1968		1	
833	27964	fus	0.00 1752			1
833	27964	ins	0.00 1448			1
833	27964	rap	1.62 3256		1	
834	12696	ins	0.00 1388			1
834	12696	fus	0.00 1488			1
834	12696	rap	0.33 2168		1	
835	8109	ins	0.00 1328	1		
835	8109	fus	0.00 1420	1		
835	8109	rap	0.14 1816		1	
836	15835	fus	0.00 1504	1		
836	15835	ins	0.00 1252	1		
836	15835	rap	0.52 2348		1	
837	6434	fus	0.00 1336	1		
837	6434	ins	0.00 1300	1		
837	6434	rap	0.08 1648		1	
838	14855	ins	0.00 1300			1
838	14855	fus	0.00 1544	1		
838	14855	rap	0.45 2304		1	
839	19120	ins	0.00 1448	1		
839	19120	fus	0.00 1556	1		
839	19120	rap	0.75 2540		1	
840	2793	fus	0.00 1324			1
840	2793	ins	0.00 1196			1
840	2793	rap	0.02 1392		1	
841	27426	fus	0.00 1612	1		
841	27426	ins	0.00 1444			1
841	27426	rap	1.55 3124		1	
842	23735	fus	0.00 1668	1		
842	23735	ins	0.00 1484			1
842	23735	rap	1.16 2852		1	
843	16329	ins	0.00 1416			
843	16329	fus	0.00 1492			
843	16329	rap	0.55 2408		1	
844	28647	ins	0.00 1472			1
844	28647	fus	0.00 1728	1		
844	28647	rap	1.69 3140		1	
845	20955	fus	0.00 1604	1		
845	20955	ins	0.00 1444	1		
845	20955	rap	0.89 2764		1	
846	13572	ins	0.00 1304	1		
846	13572	fus	0.00 1444	1		
846	13572	rap	0.38 2200		1	
847	30305	fus	0.00 1824	1		
847	30305	ins	0.00 1468	1		
847	30305	rap	1.87 3404		1	
848	7910	ins	0.00 1340	1		
848	7910	fus	0.00 1356	1		
848	7910	rap	0.13 1848		1	
849	17515	fus	0.00 1588	1		
849	17515	ins	0.00 1388	1		
849	17515	rap	0.63 2480		1	
850	10578	fus	0.00 1452	1		
850	10578	ins	0.00 1344	1		
850	10578	rap	0.23 1988		1	
851	1454	fus	0.00 1304	1		
851	1454	ins	0.00 1276		1	
851	1454	rap	0.00 1284		1	
852	7935	ins	0.00 1288			
852	7935	fus	0.00 1404	1		
852	7935	rap	0.13 1824		1	
853	13947	ins	0.00 1360	1		
853	13947	fus	0.00 1480	1		
853	13947	rap	0.40 2236		1	
854	26787	ins	0.00 1392			1
854	26787	fus	0.00 1676	1		
854	26787	rap	1.48 3008		1	
855	549	ins	0.00 1284	1		
855	549	rap	0.00 1220	1		
855	549	fus	0.00 1292	1		
856	30383	fus	0.00 1764	1		
856	30383	ins	0.00 1436			1
856	30383	rap	1.89 3388		1	
857	32414	ins	0.00 1544			1
857	32414	fus	0.00 1868	1		
857	32414	rap	2.15 3460		1	
858	5140	fus	0.00 1372	1		
858	5140	ins	0.00 1216			1
858	5140	rap	0.06 1644		1	
859	27875	ins	0.00 1404			1
859	27875	fus	0.00 1728	1		
859	27875	rap	1.59 3228		1	
860	24990	fus	0.00 1632			1
860	24990	ins	0.00 1432			1
860	24990	rap	1.27 3028		1	
861	28660	fus	0.00 1736			1
861	28660	ins	0.00 1400			1
861	28660	rap	1.67 3192		1	
862	17695	ins	0.00 1340	1		
862	17695	fus	0.00 1520	1		
862	17695	rap	0.64 2468		1	
863	17861	fus	0.00 1560	1		
863	17861	ins	0.00 1340	1		
863	17861	rap	0.66 2548		1	
864	21254	ins	0.00 1448			1
864	21254	fus	0.00 1592	1		
864	21254	rap	0.93 2744		1	
865	32113	ins	0.00 1536			1
865	32113	fus	0.00 1784	1		
865	32113	rap	2.12 3548		1	
866	15509	ins	0.00 1348	1		
866	15509	fus	0.00 1496	1		
866	15509	rap	0.51 2364		1	
867	2468	fus	0.00 1396	1		
867	2468	ins	0.00 1304	1		
867	2468	rap	0.01 1356		1	
868	12340	ins	0.00 1268			1
868	12340	fus	0.00 1508	1		
868	12340	rap	0.31 2116		1	
869	20341	ins	0.00 1432			1
869	20341	fus	0.00 1604	1		
869	20341	rap	0.86 2724		1	
870	13934	ins	0.00 1364	1		
870	13934	fus	0.00 1496	1		
870	13934	rap	0.39 2212		1	
871	13541	ins	0.00 1400	1		
871	13541	fus	0.00 1464	1		
871	13541	rap	0.37 2144		1	
872	18529	ins	0.00 1428			1
872	18529	fus	0.00 1612	1		
872	18529	rap	0.70 2504		1	
873	12494	fus	0.00 1484			1
873	12494	ins	0.00 1384			1
873	12494	rap	0.32 2052		1	
874	26110	ins	0.00 1484	1		
874	26110	fus	0.00 1644	1		
874	26110	rap	1.38 3084		1	
875	14938	fus	0.00 1472	1		
875	14938	ins	0.00 1376			1
875	14938	rap	0.45 2304		1	
876	2661	fus	0.00 1324	1		
876	2661	ins	0.00 1204	1		
876	2661	rap	0.01 1360		1	
877	15810	fus	0.00 1488	1		
877	15810	ins	0.00 1324	1		
877	15810	rap	0.52 2344		1	
878	20607	ins	0.00 1444			1
878	20607	fus	0.00 1580	1		
878	20607	rap	0.87 2676		1	
879	1514	ins	0.00 1248			1
879	1514	fus	0.00 1260			1
879	1514	rap	0.00 1368		1	
880	29202	ins	0.00 1488			
880	29202	fus	0.00 1696	1		
880	29202	rap	1.76 3228		1	
881	19108	ins	0.00 1404	1		
881	19108	fus	0.00 1540	1		
881	19108	rap	0.75 2472		1	
882	6510	ins	0.00 1300	1		
882	6510	fus	0.00 1388	1		
882	6510	rap	0.09 1656		1	
883	11381	ins	0.00 1324			1
883	11381	fus	0.00 1488			1
883	11381	rap	0.27 2080		1	
884	31434	fus	0.00 1780			1
884	31434	ins	0.00 1520			1
884	31434	rap	2.03 3492		1	
885	3108	fus	0.00 1316	1		
885	3108	ins	0.00 1260	1		
885	3108	rap	0.02 1500		1	
886	21641	fus	0.00 1580	1		
886	21641	ins	0.00 1428	1		
886	21641	rap	0.96 2776		1	
887	19081	ins	0.00 1324	1		
887	19081	fus	0.00 1576	1		
887	19081	rap	0.74 2596		1	
888	1354	ins	0.00 1272			
888	1354	fus	0.00 1312			
888	1354	rap	0.00 1284		1	
889	7287	ins	0.00 1348			1
889	7287	fus	0.00 1432			1
889	7287	rap	0.11 1736		1	
890	27729	fus	0.00 1672	1		
890	27729	ins	0.00 1452	1		
890	27729	rap	1.57 3144		1	
891	31009	ins	0.00 1420	1		
891	31009	fus	0.00 1720	1		
891	31009	rap	1.99 3356		1	
892	5005	ins	0.00 1216			1
892	5005	fus	0.00 1264	1		
892	5005	rap	0.05 1604		1	
893	20225	fus	0.00 1552	1		
893	20225	ins	0.00 1392			1
893	20225	rap	0.84 2692		1	
894	26605	fus	0.00 1656	1		
894	26605	ins	0.00 1464	1		
894	26605	rap	1.46 3052		1	
895	6080	ins	0.00 1248			1
895	6080	fus	0.00 1400			1
895	6080	rap	0.07 1688		1	
896	30015	ins	0.00 1492			1
896	30015	fus	0.00 1760	1		
896	30015	rap	1.85 3296		1	
897	21785	ins	0.00 1372			1
897	21785	fus	0.00 1616	1		
897	21785	rap	0.97 2804		1	
898	8969	fus	0.00 1376	1		
898	8969	ins	0.00 1324	1		
898	8969	rap	0.17 1920		1	
899	27425	ins	0.00 1468			1
899	27425	fus	0.00 1688	1		
899	27425	rap	1.59 3124		1	
900	32513	fus	0.00 1788			
900	32513	ins	0.00 1540			
900	32513	rap	2.19 3512		1	
901	26081	fus	0.00 1664			1
901	26081	ins	0.00 1492			1
901	26081	rap	1.40 3100		1	
902	25374	ins	0.00 1480			1
902	25374	fus	0.00 1668	1		
902	25374	rap	1.32 2912		1	
903	6976	fus	0.00 1292	1		
903	6976	ins	0.00 1288	1		
903	6976	rap	0.10 1744		1	
904	23035	ins	0.00 1412			1
904	23035	fus	0.00 1600	1		
904	23035	rap	1.10 2796		1	
905	12706	ins	0.00 1396			1
905	12706	fus	0.00 1436	1		
905	12706	rap	0.33 2172		1	
906	14836	ins	0.00 1316	1		
906	14836	fus	0.00 1552	1		
906	14836	rap	0.45 2168		1	
907	4410	ins	0.00 1232			1
907	4410	fus	0.00 1348	1		
907	4410	rap	0.04 1600		1	
908	17712	fus	0.00 1636	1		
908	17712	ins	0.00 1340			1
908	17712	rap	0.65 2496		1	
909	6469	ins	0.00 1232			1
909	6469	fus	0.00 1332	1		
909	6469	rap	0.09 1732		1	
910	17705	ins	0.00 1320			1
910	17705	fus	0.00 1516	1		
910	17705	rap	0.64 2480		1	
911	20352	fus	0.00 1604			1
911	20352	ins	0.00 1432			1
911	20352	rap	0.85 2680		1	
912	5380	ins	0.00 1236	1		
912	5380	fus	0.00 1388	1		
912	5380	rap	0.06 1568		1	
913	31741	ins	0.00 1420			1
913	31741	fus	0.00 1764	1		
913	31741	rap	2.10 3428		1	
914	28133	ins	0.00 1472	1		
914	28133	fus	0.00 1696	1		
914	28133	rap	1.74 3172		1	
915	6050	ins	0.00 1320	1		
915	6050	fus	0.00 1280	1		
915	6050	rap	0.07 1652		1	
916	15982	fus	0.00 1524			1
916	15982	ins	0.00 1352			1
916	15982	rap	0.64 2372		1	
917	23719	ins	0.00 1384			1
917	23719	fus	0.00 1640	1		
917	23719	rap	1.24 2956		1	
918	4770	ins	0.00 1160	1		
918	4770	fus	0.00 1396	1		
918	4770	rap	0.04 1508		1	
919	3851	fus	0.00 1316	1		
919	3851	ins	0.00 1228	1		
919	3851	rap	0.03 1552		1	
920	26691	ins	0.00 1340			1
920	26691	fus	0.00 1704	1		
920	26691	rap	1.46 3164		1	
921	12835	ins	0.00 1396			1
921	12835	fus	0.00 1508	1		
921	12835	rap	0.34 2168		1	
922	27151	fus	0.00 1716			1
922	27151	ins	0.00 1344			1
922	27151	rap	1.51 3180		1	
923	9768	ins	0.00 1248	1		
923	9768	fus	0.00 1444	1		
923	9768	rap	0.19 1932		1	
924	25936	ins	0.00 1488			1
924	25936	fus	0.00 1728	1		
924	25936	rap	1.40 3076		1	
925	17132	ins	0.00 1424			1
925	17132	fus	0.00 1584	1		
925	17132	rap	0.71 2332		1	
926	17068	fus	0.00 1560			1
926	17068	ins	0.00 1404			1
926	17068	rap	0.62 2392		1	
927	25278	fus	0.00 1756	1		
927	25278	ins	0.00 1472	1		
927	25278	rap	1.34 3060		1	
928	25081	ins	0.00 1492			1
928	25081	fus	0.00 1704	1		
928	25081	rap	1.28 3024		1	
929	17664	ins	0.00 1316			1
929	17664	fus	0.00 1588	1		
929	17664	rap	0.64 2492		1	
930	19772	fus	0.00 1596	1		
930	19772	ins	0.00 1356	1		
930	19772	rap	0.80 2676		1	
931	18536	ins	0.00 1384			1
931	18536	fus	0.00 1636	1		
931	18536	rap	0.70 2480		1	
932	20694	ins	0.00 1392			1
932	20694	fus	0.00 1648	1		
932	20694	rap	0.88 2580		1	
933	12711	fus	0.00 1484	1		
933	12711	ins	0.00 1336	1		
933	12711	rap	0.33 2144		1	
934	9874	fus	0.00 1444	1		
934	9874	ins	0.00 1256	1		
934	9874	rap	0.20 1924		1	
935	26601	ins	0.00 1388			1
935	26601	fus	0.00 1696	1		
935	26601	rap	1.47 3120		1	
936	14878	ins	0.00 1412			1
936	14878	fus	0.00 1472			1
936	14878	rap	0.46 2224		1	
937	20555	ins	0.00 1360			1
937	20555	fus	0.00 1636	1		
937	20555	rap	0.87 2732		1	
938	9796	ins	0.00 1272			1
938	9796	fus	0.00 1508			1
938	9796	rap	0.20 1880		1	
939	32020	fus	0.00 1780	1		
939	32020	ins	0.00 1548	1		
939	32020	rap	2.14 3540		1	
940	31002	fus	0.00 1720	1		
940	31002	ins	0.00 1528			1
940	31002	rap	1.98 3360		1	
941	22308	ins	0.00 1376			1
941	22308	fus	0.00 1584	1		
941	22308	rap	1.04 2848		1	
942	22678	ins	0.00 1464			1
942	22678	fus	0.00 1640	1		
942	22678	rap	1.06 2868		1	
943	13870	fus	0.00 1488	1		
943	13870	ins	0.00 1364	1		
943	13870	rap	0.39 2224		1	
944	11645	fus	0.00 1460	1		
944	11645	ins	0.00 1292	1		
944	11645	rap	0.28 2012		1	
945	5943	ins	0.00 1236	1		
945	5943	fus	0.00 1448	1		
945	5943	rap	0.07 1588		1	
946	25285	ins	0.00 1380			1
946	25285	fus	0.00 1652			1
946	25285	rap	1.31 2956		1	
947	9635	ins	0.00 1340	1		
947	9635	fus	0.00 1420	1		
947	9635	rap	0.19 1856		1	
948	6304	ins	0.00 1332	1		
948	6304	fus	0.00 1412	1		
948	6304	rap	0.08 1672		1	
949	27570	fus	0.00 1668			1
949	27570	ins	0.00 1444			1
949	27570	rap	1.56 3196		1	
950	13066	ins	0.00 1276			1
950	13066	fus	0.00 1436			1
950	13066	rap	0.35 2200		1	
951	6529	fus	0.00 1460			1
951	6529	ins	0.00 1316			1
951	6529	rap	0.09 1724		1	
952	6636	ins	0.00 1348			1
952	6636	fus	0.00 1420	1		
952	6636	rap	0.09 1736		1	
953	825	fus	0.00 1324	1		
953	825	rap	0.00 1252			1
953	825	ins	0.00 1284			1
954	15516	ins	0.00 1316			1
954	15516	fus	0.00 1532	1		
954	15516	rap	0.50 2348		1	
955	24536	ins	0.00 1448	1		
955	24536	fus	0.00 1616	1		
955	24536	rap	1.24 2900		1	
956	168	rap	0.00 1288			1
956	168	ins	0.00 1264			1
956	168	fus	0.00 1244			1
957	18993	fus	0.00 1620	1		
957	18993	ins	0.00 1416	1		
957	18993	rap	0.75 2600		1	
958	3944	fus	0.00 1384	1		
958	3944	ins	0.00 1268	1		
958	3944	rap	0.03 1528		1	
959	10024	ins	0.00 1332	1		
959	10024	fus	0.00 1436	1		
959	10024	rap	0.21 1972		1	
960	28	rap	0.00 1272			1
960	28	fus	0.00 1260			1
960	28	ins	0.00 1176			1
961	20274	ins	0.00 1432			1
961	20274	fus	0.00 1624			1
961	20274	rap	0.90 2696		1	
962	5611	ins	0.00 1224			1
962	5611	fus	0.00 1400	1		
962	5611	rap	0.07 1628		1	
963	14787	ins	0.00 1412			1
963	14787	fus	0.00 1508	1		
963	14787	rap	0.46 2168		1	
964	537	rap	0.00 1296		1	
964	537	ins	0.00 1232		1	
964	537	fus	0.00 1288		1	
965	2805	ins	0.00 1212	1		
965	2805	fus	0.00 1348	1		
965	2805	rap	0.02 1320		1	
966	1724	fus	0.00 1308			1
966	1724	ins	0.00 1296			1
966	1724	rap	0.00 1400		1	
967	19293	ins	0.00 1440			1
967	19293	fus	0.00 1488	1		
967	19293	rap	0.77 2484		1	
968	30591	ins	0.00 1492			1
968	30591	fus	0.00 1736	1		
968	30591	rap	1.90 3412		1	
969	25030	ins	0.00 1484			1
969	25030	fus	0.00 1648	1		
969	25030	rap	1.30 2992		1	
970	17007	ins	0.00 1420	1		
970	17007	fus	0.00 1544	1		
970	17007	rap	0.60 2376		1	
971	12826	fus	0.00 1460	1		
971	12826	ins	0.00 1356			1
971	12826	rap	0.34 2072		1	
972	7915	ins	0.00 1296			1
972	7915	fus	0.00 1360	1		
972	7915	rap	0.13 1836		1	
973	4326	ins	0.00 1260			1
973	4326	fus	0.00 1252	1		
973	4326	rap	0.04 1580		1	
974	8775	ins	0.00 1264			1
974	8775	fus	0.00 1372	1		
974	8775	rap	0.16 1864		1	
975	4560	fus	0.00 1348	1		
975	4560	ins	0.00 1320	1		
975	4560	rap	0.04 1612		1	
976	5760	fus	0.00 1364	1		
976	5760	ins	0.00 1328	1		
976	5760	rap	0.07 1656		1	
977	369	fus	0.00 1240		1	
977	369	rap	0.00 1152		1	
977	369	ins	0.00 1276		1	
978	31552	ins	0.00 1432			1
978	31552	fus	0.00 1784	1		
978	31552	rap	2.04 3400		1	
979	19903	fus	0.00 1600			1
979	19903	ins	0.00 1420			1
979	19903	rap	0.80 2572		1	
980	21601	ins	0.00 1352	1		
980	21601	fus	0.00 1628	1		
980	21601	rap	0.96 2744		1	
981	32573	fus	0.00 1820	1		
981	32573	ins	0.00 1436	1		
981	32573	rap	2.18 3464		1	
982	14660	ins	0.00 1344	1		
982	14660	fus	0.00 1580	1		
982	14660	rap	0.44 2324		1	
983	31840	fus	0.00 1816	1		
983	31840	ins	0.00 1420	1		
983	31840	rap	2.08 3436		1	
984	11237	ins	0.00 1324	1		
984	11237	fus	0.00 1452	1		
984	11237	rap	0.26 2012		1	
985	4338	fus	0.00 1356			1
985	4338	ins	0.00 1232			1
985	4338	rap	0.04 1556		1	
986	21077	ins	0.00 1364			1
986	21077	fus	0.00 1572	1		
986	21077	rap	0.92 2680		1	
987	28629	fus	0.00 1680	1		
987	28629	ins	0.00 1504			1
987	28629	rap	1.68 3264		1	
988	10358	ins	0.00 1308	1		
988	10358	fus	0.00 1420	1		
988	10358	rap	0.22 2020		1	
989	2554	fus	0.00 1292	1		
989	2554	ins	0.00 1284	1		
989	2554	rap	0.01 1464		1	
990	13652	ins	0.00 1332			1
990	13652	fus	0.00 1496	1		
990	13652	rap	0.38 2208		1	
991	16785	fus	0.00 1584	1		
991	16785	ins	0.00 1308			1
991	16785	rap	0.58 2352		1	
992	19004	fus	0.00 1612	1		
992	19004	ins	0.00 1348	1		
992	19004	rap	0.74 2536		1	
993	20425	fus	0.00 1552			
993	20425	ins	0.00 1340			
993	20425	rap	0.86 2712		1	
994	24051	fus	0.00 1700			1
994	24051	ins	0.00 1484			1
994	24051	rap	1.20 2888		1	
995	9249	fus	0.00 1436			1
995	9249	ins	0.00 1368			1
995	9249	rap	0.18 1908		1	
996	6661	ins	0.00 1276			1
996	6661	fus	0.00 1392	1		
996	6661	rap	0.10 1716		1	
997	28325	fus	0.00 1804	1		
997	28325	ins	0.00 1420			1
997	28325	rap	1.64 3220		1	
998	21688	ins	0.00 1300			1
998	21688	fus	0.00 1596			1
998	21688	rap	0.96 2724		1	
999	19382	ins	0.00 1428			1
999	19382	fus	0.00 1616			1
999	19382	rap	0.80 2588		1	
1000	19389	ins	0.00 1448	1		
1000	19389	fus	0.00 1592	1		
1000	19389	rap	0.79 2632		1	
