test	taille	exe	exectime	memory	mmm
1	26675	rap	1.46 3060	1
2	541	rap	0.00 1164	1
3	19186	rap	0.75 2544	1
4	25252	rap	1.31 3060	1
5	6917	rap	0.10 1760	1
6	5397	rap	0.06 1648	1
7	8321	rap	0.14 1780	1
8	8534	rap	0.14 1892	1
9	18155	rap	0.67 2528	1
10	28818	rap	1.70 3320	1
11	510	rap	0.00 1296	1
12	28641	rap	1.68 3284	1
13	13037	rap	0.34 2200	1
14	511	rap	0.00 1212	1
15	3524	rap	0.02 1424	1
16	31434	rap	2.01 3336	1
17	8388	rap	0.14 1840	1
18	12874	rap	0.34 2136	1
19	19746	rap	0.80 2564	1
20	4006	rap	0.03 1540	1
21	526	rap	0.00 1300	1
22	6891	rap	0.10 1656	1
23	19983	rap	0.82 2660	1
24	16820	rap	0.58 2376	1
25	12395	rap	0.31 2152	1
26	30038	rap	1.84 3376	1
27	6402	rap	0.08 1672	1
28	28566	rap	1.68 3204	1
29	32704	rap	2.18 3552	1
30	10825	rap	0.24 2052	1
31	9332	rap	0.18 1948	1
32	22319	rap	1.06 2848	1
33	30137	rap	1.88 3396	1
34	19326	rap	0.77 2532	1
35	25974	rap	1.38 3004	1
36	15412	rap	0.48 2332	1
37	9729	rap	0.19 1912	1
38	9697	rap	0.19 1932	1
39	23124	rap	1.09 2904	1
40	24376	rap	1.24 2892	1
41	5256	rap	0.05 1560	1
42	1044	rap	0.00 1348	1
43	16408	rap	0.55 2332	1
44	28933	rap	1.72 3228	1
45	11932	rap	0.29 2068	1
46	14465	rap	0.42 2300	1
47	14106	rap	0.41 2160	1
48	16888	rap	0.59 2360	1
49	5916	rap	0.07 1676	1
50	20541	rap	0.87 2624	1
51	30136	rap	1.86 3248	1
52	14542	rap	0.43 2144	1
53	7153	rap	0.10 1704	1
54	5383	rap	0.06 1572	1
55	3145	rap	0.02 1344	1
56	19288	rap	0.76 2640	1
57	15073	rap	0.46 2288	1
58	7231	rap	0.10 1776	1
59	9727	rap	0.19 1940	1
60	3801	rap	0.02 1544	1
61	22090	rap	1.00 2840	1
62	13721	rap	0.38 2144	1
63	22628	rap	1.05 2856	1
64	14576	rap	0.43 2316	1
65	18249	rap	0.68 2484	1
66	9683	rap	0.19 1864	1
67	22375	rap	1.03 2824	1
68	22197	rap	1.01 2856	1
69	10663	rap	0.23 2028	1
70	19388	rap	0.78 2592	1
71	13436	rap	0.37 2224	1
72	26162	rap	1.40 3128	1
73	23743	rap	1.16 2932	1
74	13347	rap	0.36 2232	1
75	919	rap	0.00 1332	1
76	21944	rap	0.99 2796	1
77	16199	rap	0.54 2392	1
78	22770	rap	1.07 2724	1
79	4054	rap	0.03 1572	1
80	25648	rap	1.34 3032	1
81	12530	rap	0.32 2060	1
82	7549	rap	0.11 1792	1
83	9073	rap	0.17 1932	1
84	24897	rap	1.27 2928	1
85	10724	rap	0.24 1952	1
86	17760	rap	0.64 2536	1
87	25310	rap	1.30 3068	1
88	32259	rap	2.12 3564	1
89	2793	rap	0.01 1320	1
90	32048	rap	2.11 3452	1
91	2044	rap	0.00 1336	1
92	12812	rap	0.34 2148	1
93	16959	rap	0.59 2444	1
94	29007	rap	1.72 3220	1
95	4848	rap	0.04 1512	1
96	30111	rap	1.87 3240	1
97	10288	rap	0.22 1900	1
98	29502	rap	1.78 3360	1
99	30813	rap	1.94 3344	1
100	12169	rap	0.30 2032	1
