test	taille	exe	exectime	memory	mmm
264	30917	rap	0.00 1496		1	
264	30917	fus	0.00 1720		1	
264	30917	ins	0.70 1528			1
265	2761	rap	0.00 1200			1
265	2761	ins	0.00 1204			1
265	2761	fus	0.00 1284			1
266	17069	rap	0.00 1408	1		
266	17069	fus	0.00 1564	1		
266	17069	ins	0.22 1432			1
267	13099	fus	0.00 1444	1		
267	13099	rap	0.00 1328	1		
267	13099	ins	0.13 1352			1
268	447	fus	0.00 1328			
268	447	ins	0.00 1188			
268	447	rap	0.00 1240			
269	26252	fus	0.00 1700	1		
269	26252	rap	0.00 1392	1		
269	26252	ins	0.51 1404			1
270	13498	rap	0.00 1376	1		
270	13498	fus	0.00 1392	1		
270	13498	ins	0.14 1376			1
271	23520	fus	0.00 1620		1	
271	23520	rap	0.00 1448		1	
271	23520	ins	0.41 1472			1
272	10875	rap	0.00 1280		1	
272	10875	fus	0.00 1452		1	
272	10875	ins	0.09 1320			1
273	8875	rap	0.00 1360		1	
273	8875	fus	0.00 1420		1	
273	8875	ins	0.05 1196			1
274	19575	fus	0.00 1592	1		
274	19575	rap	0.00 1392		1	
274	19575	ins	0.28 1424			1
275	25073	fus	0.00 1748	1		
275	25073	rap	0.00 1448		1	
275	25073	ins	0.46 1392			1
276	13232	rap	0.00 1388	1		
276	13232	fus	0.00 1500	1		
276	13232	ins	0.13 1384			1
277	10636	rap	0.00 1364	1		
277	10636	fus	0.00 1424	1		
277	10636	ins	0.08 1360			1
278	19777	fus	0.00 1496	1		
278	19777	rap	0.00 1356	1		
278	19777	ins	0.29 1452			1
279	12061	rap	0.00 1292		1	
279	12061	fus	0.00 1440	1		
279	12061	ins	0.10 1380			1
280	16346	rap	0.00 1400		1	
280	16346	fus	0.00 1512	1		
280	16346	ins	0.20 1328			1
281	24289	rap	0.00 1464		1	
281	24289	fus	0.00 1636		1	
281	24289	ins	0.43 1392			1
282	20077	rap	0.00 1416	1		
282	20077	fus	0.00 1596	1		
282	20077	ins	0.29 1444			1
283	10134	fus	0.00 1400	1		
283	10134	rap	0.00 1280	1		
283	10134	ins	0.08 1316			1
284	12742	fus	0.00 1452	1		
284	12742	rap	0.00 1364		1	
284	12742	ins	0.12 1296			1
285	30804	fus	0.00 1776	1		
285	30804	rap	0.00 1516	1		
285	30804	ins	0.70 1500			1
286	2195	rap	0.00 1144		1	
286	2195	fus	0.00 1356		1	
286	2195	ins	0.00 1192			1
287	10503	fus	0.00 1440	1		
287	10503	rap	0.00 1260	1		
287	10503	ins	0.08 1336			1
288	11995	rap	0.00 1216	1		
288	11995	fus	0.00 1496	1		
288	11995	ins	0.11 1264			1
289	21404	rap	0.00 1396		1	
289	21404	fus	0.00 1628		1	
289	21404	ins	0.35 1368			1
290	20705	rap	0.00 1444	1		
290	20705	fus	0.00 1612	1		
290	20705	ins	0.31 1292			1
291	515	rap	0.00 1180			1
291	515	fus	0.00 1264			1
291	515	ins	0.00 1184			1
292	20498	fus	0.00 1608	1		
292	20498	rap	0.00 1420	1		
292	20498	ins	0.31 1400			1
293	7946	rap	0.00 1324		1	
293	7946	fus	0.00 1376	1		
293	7946	ins	0.04 1340			1
294	1624	fus	0.00 1316	1		
294	1624	ins	0.00 1236			1
294	1624	rap	0.00 1136	1		
295	13931	fus	0.00 1512	1		
295	13931	rap	0.00 1284	1		
295	13931	ins	0.14 1308			1
296	22597	rap	0.00 1376	1		
296	22597	fus	0.00 1712	1		
296	22597	ins	0.38 1376			1
297	28405	rap	0.00 1348		1	
297	28405	fus	0.00 1800	1		
297	28405	ins	0.59 1512			1
298	21810	rap	0.00 1300		1	
298	21810	fus	0.00 1624	1		
298	21810	ins	0.35 1468			1
299	26857	rap	0.00 1508		1	
299	26857	fus	0.00 1656	1		
299	26857	ins	0.53 1476			1
300	19477	rap	0.00 1336		1	
300	19477	fus	0.00 1664		1	
300	19477	ins	0.29 1352			1
301	15750	fus	0.00 1524	1		
301	15750	rap	0.00 1392		1	
301	15750	ins	0.18 1420			1
302	26202	rap	0.00 1444		1	
302	26202	fus	0.00 1680	1		
302	26202	ins	0.50 1432			1
303	18790	fus	0.00 1572	1		
303	18790	rap	0.00 1328	1		
303	18790	ins	0.28 1348			1
304	30128	fus	0.00 1780		1	
304	30128	rap	0.00 1496		1	
304	30128	ins	0.68 1520			1
305	17695	fus	0.00 1516			
305	17695	rap	0.00 1436		1	
305	17695	ins	0.23 1336			1
306	17600	rap	0.00 1412	1		
306	17600	fus	0.00 1512	1		
306	17600	ins	0.23 1316			1
307	20042	fus	0.00 1552	1		
307	20042	rap	0.00 1432	1		
307	20042	ins	0.30 1432			1
308	596	fus	0.00 1248			1
308	596	rap	0.00 1232			1
308	596	ins	0.00 1260			1
309	3565	fus	0.00 1332	1		
309	3565	rap	0.00 1284	1		
309	3565	ins	0.01 1204			1
310	6079	fus	0.00 1384	1		
310	6079	rap	0.00 1328	1		
310	6079	ins	0.03 1332			1
311	8427	fus	0.00 1452	1		
311	8427	rap	0.00 1288		1	
311	8427	ins	0.05 1360			1
312	22357	fus	0.00 1660	1		
312	22357	rap	0.00 1464		1	
312	22357	ins	0.37 1464			1
313	21695	fus	0.00 1584	1		
313	21695	rap	0.00 1404		1	
313	21695	ins	0.35 1348			1
314	6887	rap	0.00 1308		1	
314	6887	fus	0.00 1420		1	
314	6887	ins	0.03 1248			1
315	3716	rap	0.00 1312	1		
315	3716	fus	0.00 1328	1		
315	3716	ins	0.01 1156			1
316	19421	fus	0.00 1596		1	
316	19421	rap	0.00 1352		1	
316	19421	ins	0.28 1324			1
317	16762	rap	0.00 1396		1	
317	16762	fus	0.00 1500		1	
317	16762	ins	0.21 1424			1
318	23009	rap	0.00 1356	1		
318	23009	fus	0.00 1716	1		
318	23009	ins	0.41 1460			1
319	27926	rap	0.00 1508		1	
319	27926	fus	0.00 1668	1		
319	27926	ins	0.58 1416			1
320	166	rap	0.00 1280		1	
320	166	ins	0.00 1252		1	
320	166	fus	0.00 1296		1	
321	28324	fus	0.00 1688	1		
321	28324	rap	0.00 1400	1		
321	28324	ins	0.67 1416			1
322	4750	fus	0.00 1388	1		
322	4750	rap	0.00 1296	1		
322	4750	ins	0.01 1316			1
323	1531	fus	0.00 1308		1	
323	1531	rap	0.00 1136			1
323	1531	ins	0.00 1292			1
324	28921	fus	0.00 1692	1		
324	28921	rap	0.00 1480		1	
324	28921	ins	0.76 1456			1
325	2832	ins	0.00 1288			1
325	2832	rap	0.00 1216		1	
325	2832	fus	0.00 1336			1
326	30445	rap	0.00 1424	1		
326	30445	fus	0.00 1792	1		
326	30445	ins	0.87 1368			1
327	4518	rap	0.00 1320	1		
327	4518	fus	0.00 1384	1		
327	4518	ins	0.01 1220			1
328	30397	fus	0.00 1788	1		
328	30397	rap	0.00 1364		1	
328	30397	ins	0.78 1492			1
329	17880	fus	0.00 1512		1	
329	17880	rap	0.00 1376		1	
329	17880	ins	0.28 1336			1
330	11083	fus	0.00 1424		1	
330	11083	rap	0.00 1340		1	
330	11083	ins	0.12 1364			1
331	3307	rap	0.00 1296		1	
331	3307	fus	0.00 1316		1	
331	3307	ins	0.00 1276			1
332	16716	fus	0.00 1440		1	
332	16716	rap	0.00 1320		1	
332	16716	ins	0.25 1424			1
333	16476	rap	0.00 1312		1	
333	16476	fus	0.00 1488	1		
333	16476	ins	0.24 1380			1
334	1408	rap	0.00 1184			1
334	1408	fus	0.00 1300		1	
334	1408	ins	0.00 1268			1
335	20956	rap	0.00 1428		1	
335	20956	fus	0.00 1584		1	
335	20956	ins	0.40 1448			1
336	9	rap	0.00 1280		1	
336	9	ins	0.00 1184		1	
336	9	fus	0.00 1284		1	
337	4329	rap	0.00 1208		1	
337	4329	fus	0.00 1360		1	
337	4329	ins	0.02 1208			1
338	24443	rap	0.00 1368		1	
338	24443	fus	0.00 1636	1		
338	24443	ins	0.49 1476			1
339	18011	fus	0.00 1544	1		
339	18011	rap	0.00 1368	1		
339	18011	ins	0.24 1328			1
340	19575	rap	0.00 1412		1	
340	19575	fus	0.00 1632		1	
340	19575	ins	0.28 1348			1
341	26314	fus	0.00 1680	1		
341	26314	rap	0.00 1460	1		
341	26314	ins	0.62 1504			1
342	5841	rap	0.00 1244		1	
342	5841	fus	0.00 1324	1		
342	5841	ins	0.03 1224			1
343	6879	rap	0.00 1176		1	
343	6879	fus	0.00 1384	1		
343	6879	ins	0.04 1344			1
344	30436	fus	0.00 1784		1	
344	30436	rap	0.00 1528		1	
344	30436	ins	0.73 1496			1
345	16196	rap	0.00 1420		1	
345	16196	fus	0.00 1528	1		
345	16196	ins	0.23 1408			1
346	15738	fus	0.00 1600	1		
346	15738	rap	0.00 1300		1	
346	15738	ins	0.19 1320			1
347	15867	fus	0.00 1568	1		
347	15867	rap	0.00 1376	1		
347	15867	ins	0.20 1252			1
348	32663	fus	0.00 1768	1		
348	32663	rap	0.00 1508	1		
348	32663	ins	0.94 1532			1
349	25663	rap	0.00 1380		1	
349	25663	fus	0.00 1700	1		
349	25663	ins	0.53 1332			1
350	7771	rap	0.00 1256	1		
350	7771	fus	0.00 1396	1		
350	7771	ins	0.04 1356			1
351	15519	fus	0.00 1596		1	
351	15519	rap	0.00 1296		1	
351	15519	ins	0.18 1384			1
352	18404	rap	0.00 1372		1	
352	18404	fus	0.00 1576	1		
352	18404	ins	0.25 1392			1
353	778	rap	0.00 1240			1
353	778	ins	0.00 1240			1
353	778	fus	0.00 1288			1
354	23909	rap	0.00 1364	1		
354	23909	fus	0.00 1732	1		
354	23909	ins	0.42 1452			1
355	15105	rap	0.00 1344		1	
355	15105	fus	0.00 1500		1	
355	15105	ins	0.17 1384			1
356	29835	rap	0.00 1516		1	
356	29835	fus	0.00 1760		1	
356	29835	ins	0.67 1464			1
357	1635	fus	0.00 1380		1	
357	1635	rap	0.00 1192			1
357	1635	ins	0.00 1196			1
358	29245	fus	0.00 1700	1		
358	29245	rap	0.00 1508	1		
358	29245	ins	0.63 1464			1
359	11720	fus	0.00 1476	1		
359	11720	rap	0.00 1276	1		
359	11720	ins	0.10 1292			1
360	20737	fus	0.00 1512	1		
360	20737	rap	0.00 1348	1		
360	20737	ins	0.35 1360			1
361	15556	rap	0.00 1412		1	
361	15556	fus	0.00 1476	1		
361	15556	ins	0.18 1348			1
362	11676	fus	0.00 1476		1	
362	11676	rap	0.00 1292		1	
362	11676	ins	0.10 1356			1
363	3368	fus	0.00 1340	1		
363	3368	rap	0.00 1296	1		
363	3368	ins	0.01 1248			1
364	29775	rap	0.00 1432	1		
364	29775	fus	0.00 1712	1		
364	29775	ins	0.71 1504			1
365	3720	fus	0.00 1336	1		
365	3720	rap	0.00 1212	1		
365	3720	ins	0.01 1156			1
366	14962	fus	0.00 1520	1		
366	14962	rap	0.00 1412	1		
366	14962	ins	0.17 1296			1
367	22370	rap	0.00 1432	1		
367	22370	fus	0.00 1664	1		
367	22370	ins	0.38 1360			1
368	13805	rap	0.00 1380		1	
368	13805	fus	0.00 1500	1		
368	13805	ins	0.15 1392			1
369	13969	rap	0.00 1288	1		
369	13969	fus	0.00 1492	1		
369	13969	ins	0.16 1232			1
370	12554	fus	0.00 1452	1		
370	12554	rap	0.00 1352	1		
370	12554	ins	0.12 1328			1
371	13211	rap	0.00 1376	1		
371	13211	fus	0.00 1444	1		
371	13211	ins	0.14 1232			1
372	11070	fus	0.00 1444	1		
372	11070	rap	0.00 1276		1	
372	11070	ins	0.10 1364			1
373	4803	rap	0.00 1212		1	
373	4803	fus	0.00 1364		1	
373	4803	ins	0.02 1212			1
374	26014	rap	0.00 1388	1		
374	26014	fus	0.00 1640	1		
374	26014	ins	0.63 1380			1
375	15768	rap	0.00 1372		1	
375	15768	fus	0.00 1568		1	
375	15768	ins	0.18 1308			1
376	5485	fus	0.00 1364		1	
376	5485	rap	0.00 1332		1	
376	5485	ins	0.02 1312			1
377	28196	rap	0.00 1456	1		
377	28196	fus	0.00 1756	1		
377	28196	ins	0.60 1476			1
378	15252	rap	0.00 1304		1	
378	15252	fus	0.00 1560		1	
378	15252	ins	0.18 1348			1
379	8981	fus	0.00 1396	1		
379	8981	rap	0.00 1296	1		
379	8981	ins	0.07 1356			1
380	26696	fus	0.00 1712		1	
380	26696	rap	0.00 1492		1	
380	26696	ins	0.53 1384			1
381	939	fus	0.00 1200			1
381	939	ins	0.00 1272			1
381	939	rap	0.00 1280			1
382	3887	rap	0.00 1312		1	
382	3887	fus	0.00 1296		1	
382	3887	ins	0.01 1280			1
383	29836	fus	0.00 1724	1		
383	29836	rap	0.00 1464		1	
383	29836	ins	0.68 1432			1
384	22864	rap	0.00 1444	1		
384	22864	fus	0.00 1592	1		
384	22864	ins	0.38 1376			1
385	27973	fus	0.00 1744	1		
385	27973	rap	0.00 1504	1		
385	27973	ins	0.62 1472			1
386	28752	rap	0.00 1508	1		
386	28752	fus	0.00 1704	1		
386	28752	ins	0.62 1512			1
387	19925	fus	0.00 1588	1		
387	19925	rap	0.00 1332		1	
387	19925	ins	0.29 1392			1
388	399	rap	0.00 1184			1
388	399	fus	0.00 1192			1
388	399	ins	0.00 1240			1
389	7723	rap	0.00 1240	1		
389	7723	fus	0.00 1352	1		
389	7723	ins	0.04 1356			1
390	18029	fus	0.00 1520	1		
390	18029	rap	0.00 1416		1	
390	18029	ins	0.24 1372			1
391	22533	fus	0.00 1596	1		
391	22533	rap	0.00 1464	1		
391	22533	ins	0.37 1460			1
392	20598	fus	0.00 1608	1		
392	20598	rap	0.00 1340	1		
392	20598	ins	0.35 1444			1
393	6682	rap	0.00 1248		1	
393	6682	fus	0.00 1364		1	
393	6682	ins	0.03 1348			1
394	24631	fus	0.00 1636	1		
394	24631	rap	0.00 1460		1	
394	24631	ins	0.44 1456			1
395	24492	rap	0.00 1444	1		
395	24492	fus	0.00 1672	1		
395	24492	ins	0.44 1440			1
396	13094	fus	0.00 1436	1		
396	13094	rap	0.00 1276	1		
396	13094	ins	0.12 1272			1
397	10865	rap	0.00 1260		1	
397	10865	fus	0.00 1480	1		
397	10865	ins	0.09 1276			1
398	2105	fus	0.00 1300	1		
398	2105	rap	0.00 1140	1		
398	2105	ins	0.00 1304			1
399	32087	fus	0.00 1752	1		
399	32087	rap	0.00 1380		1	
399	32087	ins	0.74 1432			1
400	7696	fus	0.00 1388	1		
400	7696	rap	0.00 1344	1		
400	7696	ins	0.04 1244			1
401	2135	fus	0.00 1300		1	
401	2135	rap	0.00 1292		1	
401	2135	ins	0.00 1200			1
402	12963	rap	0.00 1276		1	
402	12963	fus	0.00 1436		1	
402	12963	ins	0.13 1372			1
403	16433	fus	0.00 1532	1		
403	16433	rap	0.00 1356		1	
403	16433	ins	0.22 1312			1
404	6043	rap	0.00 1232	1		
404	6043	fus	0.00 1372	1		
404	6043	ins	0.03 1332			1
405	28971	rap	0.00 1508		1	
405	28971	fus	0.00 1760	1		
405	28971	ins	0.67 1464			1
406	30753	rap	0.00 1480		1	
406	30753	fus	0.00 1796	1		
406	30753	ins	0.70 1424			1
407	6835	fus	0.00 1360	1		
407	6835	rap	0.00 1224	1		
407	6835	ins	0.03 1336			1
408	13638	rap	0.00 1304	1		
408	13638	fus	0.00 1520	1		
408	13638	ins	0.15 1300			1
409	11032	rap	0.00 1332	1		
409	11032	fus	0.00 1460	1		
409	11032	ins	0.10 1356			1
410	31068	rap	0.00 1500		1	
410	31068	fus	0.00 1744	1		
410	31068	ins	0.74 1476			1
411	13674	fus	0.00 1500	1		
411	13674	rap	0.00 1388		1	
411	13674	ins	0.14 1356			1
412	3684	rap	0.00 1316	1		
412	3684	fus	0.00 1296	1		
412	3684	ins	0.01 1228			1
413	27434	fus	0.00 1688	1		
413	27434	rap	0.00 1444	1		
413	27434	ins	0.61 1488			1
414	25790	rap	0.00 1460	1		
414	25790	fus	0.00 1640	1		
414	25790	ins	0.54 1460			1
415	9513	fus	0.00 1464		1	
415	9513	rap	0.00 1300		1	
415	9513	ins	0.07 1272			1
416	20297	rap	0.00 1408		1	
416	20297	fus	0.00 1600	1		
416	20297	ins	0.30 1448			1
417	24824	rap	0.00 1480	1		
417	24824	fus	0.00 1620	1		
417	24824	ins	0.55 1324			1
418	597	rap	0.00 1176	1		
418	597	fus	0.00 1300	1		
418	597	ins	0.00 1252	1		
419	16853	fus	0.00 1520	1		
419	16853	rap	0.00 1412	1		
419	16853	ins	0.24 1260			1
420	9498	rap	0.00 1268		1	
420	9498	fus	0.00 1468	1		
420	9498	ins	0.08 1344			1
421	30294	rap	0.00 1496	1		
421	30294	fus	0.00 1788	1		
421	30294	ins	0.74 1496			1
422	26354	fus	0.00 1672	1		
422	26354	rap	0.00 1488		1	
422	26354	ins	0.53 1388			1
423	28358	fus	0.00 1736	1		
423	28358	rap	0.00 1508	1		
423	28358	ins	0.68 1504			1
424	23088	rap	0.00 1436		1	
424	23088	fus	0.00 1600	1		
424	23088	ins	0.44 1472			1
425	17761	rap	0.00 1388		1	
425	17761	fus	0.00 1592		1	
425	17761	ins	0.23 1320			1
426	8274	fus	0.00 1380	1		
426	8274	rap	0.00 1300	1		
426	8274	ins	0.05 1328			1
427	17616	rap	0.00 1324		1	
427	17616	fus	0.00 1564	1		
427	17616	ins	0.22 1424			1
428	2484	fus	0.00 1316	1		
428	2484	ins	0.00 1196			1
428	2484	rap	0.00 1220	1		
429	15675	rap	0.00 1320	1		
429	15675	fus	0.00 1552	1		
429	15675	ins	0.18 1312			1
430	15949	rap	0.00 1300		1	
430	15949	fus	0.00 1488		1	
430	15949	ins	0.19 1320			1
431	325	fus	0.00 1280		1	
431	325	ins	0.00 1184		1	
431	325	rap	0.00 1224		1	
432	11816	rap	0.00 1360		1	
432	11816	fus	0.00 1540		1	
432	11816	ins	0.10 1268			1
433	31048	rap	0.00 1420		1	
433	31048	fus	0.00 1736	1		
433	31048	ins	0.71 1492			1
434	5875	rap	0.00 1340		1	
434	5875	fus	0.00 1400	1		
434	5875	ins	0.02 1316			1
435	235	ins	0.00 1200	1		
435	235	fus	0.00 1316	1		
435	235	rap	0.00 1232	1		
436	25554	fus	0.00 1640		1	
436	25554	rap	0.00 1392		1	
436	25554	ins	0.48 1496			1
437	9377	rap	0.00 1248	1		
437	9377	fus	0.00 1428	1		
437	9377	ins	0.06 1360			1
438	2976	fus	0.00 1368	1		
438	2976	rap	0.00 1208	1		
438	2976	ins	0.00 1304			1
439	29867	rap	0.00 1464		1	
439	29867	fus	0.00 1776	1		
439	29867	ins	0.66 1516			1
440	23568	rap	0.00 1440		1	
440	23568	fus	0.00 1640		1	
440	23568	ins	0.40 1464			1
441	18670	fus	0.00 1536	1		
441	18670	rap	0.00 1432	1		
441	18670	ins	0.26 1332			1
442	11645	rap	0.00 1376		1	
442	11645	fus	0.00 1496		1	
442	11645	ins	0.10 1284			1
443	8374	rap	0.00 1256	1		
443	8374	fus	0.00 1388	1		
443	8374	ins	0.05 1292			1
444	24572	fus	0.00 1704		1	
444	24572	rap	0.00 1416		1	
444	24572	ins	0.44 1452			1
445	14172	rap	0.00 1364	1		
445	14172	fus	0.00 1460	1		
445	14172	ins	0.14 1236			1
446	6410	fus	0.00 1332	1		
446	6410	rap	0.00 1276	1		
446	6410	ins	0.03 1232			1
447	15558	rap	0.00 1372	1		
447	15558	fus	0.00 1428	1		
447	15558	ins	0.17 1384			1
448	4320	fus	0.00 1304	1		
448	4320	rap	0.00 1212	1		
448	4320	ins	0.01 1160			1
449	5971	rap	0.00 1324		1	
449	5971	fus	0.00 1400		1	
449	5971	ins	0.02 1244			1
450	27526	fus	0.00 1668	1		
450	27526	rap	0.00 1500	1		
450	27526	ins	0.56 1396			1
451	24743	rap	0.00 1452	1		
451	24743	fus	0.00 1640	1		
451	24743	ins	0.48 1492			1
452	11867	rap	0.00 1292		1	
452	11867	fus	0.00 1476	1		
452	11867	ins	0.11 1376			1
453	11418	rap	0.00 1360	1		
453	11418	fus	0.00 1452	1		
453	11418	ins	0.11 1272			1
454	2370	rap	0.00 1140	1		
454	2370	fus	0.00 1304	1		
454	2370	ins	0.00 1300			1
455	4296	fus	0.00 1344	1		
455	4296	rap	0.00 1296		1	
455	4296	ins	0.01 1316			1
456	28310	fus	0.00 1628	1		
456	28310	rap	0.00 1460		1	
456	28310	ins	0.65 1420			1
457	4005	fus	0.00 1304	1		
457	4005	ins	0.01 1216			1
457	4005	rap	0.00 1212			1
458	18307	rap	0.00 1324		1	
458	18307	fus	0.00 1528	1		
458	18307	ins	0.27 1272			1
459	3764	fus	0.00 1336		1	
459	3764	rap	0.00 1256		1	
459	3764	ins	0.01 1312			1
460	4917	rap	0.00 1212	1		
460	4917	fus	0.00 1328	1		
460	4917	ins	0.02 1288			1
461	7590	rap	0.00 1296		1	
461	7590	fus	0.00 1408	1		
461	7590	ins	0.04 1336			1
462	22309	fus	0.00 1580	1		
462	22309	rap	0.00 1412	1		
462	22309	ins	0.40 1412			1
463	27939	fus	0.00 1672	1		
463	27939	rap	0.00 1400		1	
463	27939	ins	0.61 1348			1
464	21559	rap	0.00 1368		1	
464	21559	fus	0.00 1608	1		
464	21559	ins	0.36 1384			1
465	2862	fus	0.00 1228	1		
465	2862	rap	0.00 1316	1		
465	2862	ins	0.00 1200			1
466	15451	rap	0.00 1248		1	
466	15451	fus	0.00 1548	1		
466	15451	ins	0.18 1316			1
467	13958	fus	0.00 1512	1		
467	13958	rap	0.00 1304	1		
467	13958	ins	0.14 1308			1
468	26339	fus	0.00 1680	1		
468	26339	rap	0.00 1496	1		
468	26339	ins	0.50 1488			1
469	7163	fus	0.00 1344	1		
469	7163	rap	0.00 1312	1		
469	7163	ins	0.04 1308			1
470	12888	rap	0.00 1372	1		
470	12888	fus	0.00 1508	1		
470	12888	ins	0.12 1396			1
471	26408	rap	0.00 1444		1	
471	26408	fus	0.00 1736		1	
471	26408	ins	0.50 1388			1
472	18174	rap	0.00 1428		1	
472	18174	fus	0.00 1568	1		
472	18174	ins	0.25 1380			1
473	32133	rap	0.00 1376	1		
473	32133	fus	0.00 1784	1		
473	32133	ins	0.80 1548			1
474	26647	fus	0.00 1712	1		
474	26647	rap	0.00 1468	1		
474	26647	ins	0.55 1388			1
475	2151	rap	0.00 1240		1	
475	2151	fus	0.00 1268		1	
475	2151	ins	0.00 1268			1
476	30359	rap	0.00 1524		1	
476	30359	fus	0.00 1796	1		
476	30359	ins	0.78 1440			1
477	21746	rap	0.00 1356	1		
477	21746	fus	0.00 1616	1		
477	21746	ins	0.40 1424			1
478	10475	fus	0.00 1444	1		
478	10475	rap	0.00 1276	1		
478	10475	ins	0.08 1308			1
479	13359	rap	0.00 1356	1		
479	13359	fus	0.00 1500	1		
479	13359	ins	0.14 1400			1
480	7170	fus	0.00 1424	1		
480	7170	rap	0.00 1352	1		
480	7170	ins	0.04 1256			1
481	199	fus	0.00 1360			1
481	199	rap	0.00 1184		1	
481	199	ins	0.00 1272		1	
482	24692	fus	0.00 1656		1	
482	24692	rap	0.00 1464		1	
482	24692	ins	0.60 1428			1
483	2000	fus	0.00 1300	1		
483	2000	rap	0.00 1200	1		
483	2000	ins	0.00 1252	1		
484	7206	rap	0.00 1344		1	
484	7206	fus	0.00 1420		1	
484	7206	ins	0.05 1256			1
485	22750	rap	0.00 1436	1		
485	22750	fus	0.00 1636	1		
485	22750	ins	0.43 1412			1
486	4241	fus	0.00 1372	1		
486	4241	rap	0.00 1308	1		
486	4241	ins	0.01 1288			1
487	15533	fus	0.00 1532		1	
487	15533	rap	0.00 1316		1	
487	15533	ins	0.19 1384			1
488	15689	rap	0.00 1356	1		
488	15689	fus	0.00 1532	1		
488	15689	ins	0.21 1356			1
489	13414	rap	0.00 1232		1	
489	13414	fus	0.00 1496		1	
489	13414	ins	0.15 1364			1
490	19776	rap	0.00 1284	1		
490	19776	fus	0.00 1576	1		
490	19776	ins	0.32 1404			1
491	29944	fus	0.00 1752		1	
491	29944	rap	0.00 1516		1	
491	29944	ins	0.67 1420			1
492	29953	fus	0.00 1760	1		
492	29953	rap	0.00 1508	1		
492	29953	ins	0.71 1420			1
493	21389	rap	0.00 1416	1		
493	21389	fus	0.00 1620	1		
493	21389	ins	0.36 1448			1
494	3290	rap	0.00 1260	1		
494	3290	fus	0.00 1304	1		
494	3290	ins	0.00 1200			1
495	31655	rap	0.00 1504		1	
495	31655	fus	0.00 1788	1		
495	31655	ins	0.76 1448			1
496	25517	rap	0.00 1484	1		
496	25517	fus	0.00 1696	1		
496	25517	ins	0.48 1384			1
497	13877	rap	0.00 1340		1	
497	13877	fus	0.00 1504	1		
497	13877	ins	0.14 1304			1
498	2620	fus	0.00 1332	1		
498	2620	rap	0.00 1284	1		
498	2620	ins	0.00 1220			1
499	9104	fus	0.00 1420	1		
499	9104	rap	0.00 1252	1		
499	9104	ins	0.06 1324			1
500	28039	rap	0.00 1400		1	
500	28039	fus	0.00 1620	1		
500	28039	ins	0.65 1416			1
501	26513	rap	0.00 1500		1	
501	26513	fus	0.00 1652	1		
501	26513	ins	0.52 1388			1
502	6101	rap	0.00 1224		1	
502	6101	fus	0.00 1332		1	
502	6101	ins	0.04 1332			1
503	31328	fus	0.00 1780	1		
503	31328	rap	0.00 1536		1	
503	31328	ins	0.73 1500			1
504	842	ins	0.00 1240			1
504	842	fus	0.00 1288			1
504	842	rap	0.00 1132			1
505	9035	rap	0.00 1332		1	
505	9035	fus	0.00 1424		1	
505	9035	ins	0.06 1264			1
506	23614	rap	0.00 1316	1		
506	23614	fus	0.00 1628	1		
506	23614	ins	0.46 1468			1
507	7987	fus	0.00 1408	1		
507	7987	rap	0.00 1244		1	
507	7987	ins	0.05 1332			1
508	28809	fus	0.00 1764	1		
508	28809	rap	0.00 1428		1	
508	28809	ins	0.62 1524			1
509	1280	fus	0.00 1272			1
509	1280	ins	0.00 1288			1
509	1280	rap	0.00 1184			1
510	2466	rap	0.00 1276			
510	2466	ins	0.00 1300			
510	2466	fus	0.00 1276			
511	16914	fus	0.00 1580	1		
511	16914	rap	0.00 1388	1		
511	16914	ins	0.24 1428			1
512	20296	rap	0.00 1416	1		
512	20296	fus	0.00 1592	1		
512	20296	ins	0.34 1432			1
513	22522	fus	0.00 1672		1	
513	22522	rap	0.00 1404		1	
513	22522	ins	0.44 1448			1
514	10978	rap	0.00 1364		1	
514	10978	fus	0.00 1356		1	
514	10978	ins	0.09 1256			1
515	6584	fus	0.00 1392	1		
515	6584	rap	0.00 1348	1		
515	6584	ins	0.03 1332			1
516	14623	fus	0.00 1468		1	
516	14623	rap	0.00 1364		1	
516	14623	ins	0.16 1336			1
517	26404	rap	0.00 1444	1		
517	26404	fus	0.00 1728	1		
517	26404	ins	0.52 1492			1
518	13979	fus	0.00 1452	1		
518	13979	rap	0.00 1404	1		
518	13979	ins	0.14 1292			1
519	19430	rap	0.00 1424		1	
519	19430	fus	0.00 1536	1		
519	19430	ins	0.30 1432			1
520	7042	fus	0.00 1396	1		
520	7042	rap	0.00 1252		1	
520	7042	ins	0.04 1340			1
521	5816	fus	0.00 1356		1	
521	5816	rap	0.00 1280		1	
521	5816	ins	0.03 1240			1
522	14716	fus	0.00 1408	1		
522	14716	rap	0.00 1344	1		
522	14716	ins	0.18 1376			1
523	7306	fus	0.00 1420	1		
523	7306	rap	0.00 1232	1		
523	7306	ins	0.04 1292			1
524	26032	fus	0.00 1672		1	
524	26032	rap	0.00 1380		1	
524	26032	ins	0.54 1460			1
525	24033	rap	0.00 1452		1	
525	24033	fus	0.00 1688		1	
525	24033	ins	0.48 1384			1
526	5488	fus	0.00 1376	1		
526	5488	rap	0.00 1236	1		
526	5488	ins	0.02 1276			1
527	4532	rap	0.00 1312	1		
527	4532	fus	0.00 1392	1		
527	4532	ins	0.02 1220			1
528	25286	rap	0.00 1464		1	
528	25286	fus	0.00 1584	1		
528	25286	ins	0.49 1324			1
