test	taille	exe	exectime	memory	mmm
529	23286	rap	0.00 1452		1	
529	23286	fus	0.00 1620	1		
529	23286	ins	0.42 1368			1
530	2634	fus	0.00 1324		1	
530	2634	rap	0.00 1272			1
530	2634	ins	0.00 1248			1
531	15344	rap	0.00 1320		1	
531	15344	fus	0.00 1508		1	
531	15344	ins	0.19 1392			1
532	26343	fus	0.00 1704	1		
532	26343	rap	0.00 1384	1		
532	26343	ins	0.51 1388			1
533	30542	rap	0.00 1368		1	
533	30542	fus	0.00 1748		1	
533	30542	ins	0.77 1436			1
534	20282	fus	0.00 1576		1	
534	20282	rap	0.00 1356		1	
534	20282	ins	0.35 1424			1
535	8426	rap	0.00 1192		1	
535	8426	fus	0.00 1420	1		
535	8426	ins	0.05 1360			1
536	3973	rap	0.00 1328		1	
536	3973	fus	0.00 1304		1	
536	3973	ins	0.01 1316			1
537	12312	rap	0.00 1332		1	
537	12312	fus	0.00 1376	1		
537	12312	ins	0.12 1392			1
538	21059	fus	0.00 1640	1		
538	21059	rap	0.00 1352			
538	21059	ins	0.38 1380			1
539	25517	rap	0.00 1384		1	
539	25517	fus	0.00 1632		1	
539	25517	ins	0.50 1464			1
540	5677	rap	0.00 1268	1		
540	5677	fus	0.00 1396	1		
540	5677	ins	0.02 1292			1
541	13836	rap	0.00 1392		1	
541	13836	fus	0.00 1456		1	
541	13836	ins	0.15 1300			1
542	10121	fus	0.00 1468	1		
542	10121	rap	0.00 1332	1		
542	10121	ins	0.09 1276			1
543	14254	fus	0.00 1452	1		
543	14254	rap	0.00 1348	1		
543	14254	ins	0.18 1292			1
544	21045	rap	0.00 1464	1		
544	21045	fus	0.00 1516	1		
544	21045	ins	0.38 1448			1
545	13243	fus	0.00 1448		1	
545	13243	rap	0.00 1332		1	
545	13243	ins	0.15 1280			1
546	26167	rap	0.00 1436		1	
546	26167	fus	0.00 1768		1	
546	26167	ins	0.55 1336			1
547	22417	rap	0.00 1360		1	
547	22417	fus	0.00 1536		1	
547	22417	ins	0.42 1448			1
548	4317	rap	0.00 1260		1	
548	4317	fus	0.00 1308		1	
548	4317	ins	0.01 1208			1
549	25712	fus	0.00 1588	1		
549	25712	rap	0.00 1492	1		
549	25712	ins	0.55 1400			1
550	17426	fus	0.00 1568		1	
550	17426	rap	0.00 1316		1	
550	17426	ins	0.27 1404			1
551	18990	fus	0.00 1588		1	
551	18990	rap	0.00 1408		1	
551	18990	ins	0.30 1404			1
552	19138	fus	0.00 1588	1		
552	19138	rap	0.00 1412		1	
552	19138	ins	0.32 1416			1
553	22976	rap	0.00 1412	1		
553	22976	fus	0.00 1544	1		
553	22976	ins	0.43 1408			1
554	6138	rap	0.00 1328			1
554	6138	ins	0.03 1332			1
554	6138	fus	0.00 1408			1
555	16879	rap	0.00 1396		1	
555	16879	fus	0.00 1452		1	
555	16879	ins	0.21 1388			1
556	920	fus	0.00 1268			
556	920	ins	0.00 1292			
556	920	rap	0.00 1260			
557	6584	fus	0.00 1340		1	
557	6584	rap	0.00 1180		1	
557	6584	ins	0.03 1324			1
558	8268	fus	0.00 1440		1	
558	8268	rap	0.00 1328		1	
558	8268	ins	0.05 1360			1
559	9811	rap	0.00 1304	1		
559	9811	fus	0.00 1388	1		
559	9811	ins	0.07 1252			1
560	17260	rap	0.00 1400	1		
560	17260	fus	0.00 1580	1		
560	17260	ins	0.26 1400			1
561	7952	fus	0.00 1380		1	
561	7952	rap	0.00 1348		1	
561	7952	ins	0.06 1288			1
562	7954	rap	0.00 1328		1	
562	7954	fus	0.00 1356		1	
562	7954	ins	0.04 1288			1
563	12086	rap	0.00 1356	1		
563	12086	fus	0.00 1416	1		
563	12086	ins	0.11 1320			1
564	22397	rap	0.00 1432	1		
564	22397	fus	0.00 1708	1		
564	22397	ins	0.37 1452			1
565	31303	rap	0.00 1428		1	
565	31303	fus	0.00 1728	1		
565	31303	ins	0.79 1528			1
566	27181	rap	0.00 1480		1	
566	27181	fus	0.00 1668		1	
566	27181	ins	0.63 1408			1
567	1424	rap	0.00 1292			1
567	1424	fus	0.00 1344	1		
567	1424	ins	0.00 1248			1
568	32309	fus	0.00 1816		1	
568	32309	rap	0.00 1520		1	
568	32309	ins	0.84 1452			1
569	19	rap	0.00 1264		1	
569	19	fus	0.00 1316		1	
569	19	ins	0.00 1224		1	
570	14758	rap	0.00 1396	1		
570	14758	fus	0.00 1416	1		
570	14758	ins	0.18 1412			1
571	450	fus	0.00 1192		1	
571	450	rap	0.00 1268		1	
571	450	ins	0.00 1300		1	
572	9865	rap	0.00 1204		1	
572	9865	fus	0.00 1392	1		
572	9865	ins	0.09 1356			1
573	16302	fus	0.00 1532	1		
573	16302	rap	0.00 1380	1		
573	16302	ins	0.19 1376			1
574	23664	fus	0.00 1664	1		
574	23664	rap	0.00 1468		1	
574	23664	ins	0.41 1368			1
575	5604	fus	0.00 1344	1		
575	5604	rap	0.00 1172	1		
575	5604	ins	0.02 1328			1
576	18977	fus	0.00 1552		1	
576	18977	rap	0.00 1348		1	
576	18977	ins	0.36 1328			1
577	29704	rap	0.00 1532		1	
577	29704	fus	0.00 1760	1		
577	29704	ins	0.70 1488			1
578	26831	fus	0.00 1716	1		
578	26831	rap	0.00 1476		1	
578	26831	ins	0.58 1392			1
579	4847	fus	0.00 1340	1		
579	4847	rap	0.00 1220		1	
579	4847	ins	0.02 1324			1
580	26262	rap	0.00 1388		1	
580	26262	fus	0.00 1768	1		
580	26262	ins	0.51 1436			1
581	18428	fus	0.00 1568	1		
581	18428	rap	0.00 1424		1	
581	18428	ins	0.25 1272			1
582	5168	rap	0.00 1216		1	
582	5168	fus	0.00 1316	1		
582	5168	ins	0.02 1224			1
583	4166	rap	0.00 1208	1		
583	4166	fus	0.00 1356	1		
583	4166	ins	0.01 1256			1
584	13725	rap	0.00 1304	1		
584	13725	fus	0.00 1492	1		
584	13725	ins	0.14 1292			1
585	10588	fus	0.00 1520	1		
585	10588	rap	0.00 1260	1		
585	10588	ins	0.08 1280			1
586	5838	fus	0.00 1344	1		
586	5838	rap	0.00 1228	1		
586	5838	ins	0.02 1296			1
587	29531	rap	0.00 1412	1		
587	29531	fus	0.00 1732	1		
587	29531	ins	0.67 1516			1
588	1585	fus	0.00 1256			1
588	1585	ins	0.00 1208			1
588	1585	rap	0.00 1292			1
589	13654	rap	0.00 1232	1		
589	13654	fus	0.00 1452	1		
589	13654	ins	0.16 1400			1
590	17910	rap	0.00 1316		1	
590	17910	fus	0.00 1568	1		
590	17910	ins	0.27 1312			1
591	20120	fus	0.00 1636		1	
591	20120	rap	0.00 1340		1	
591	20120	ins	0.32 1448			1
592	13851	fus	0.00 1400	1		
592	13851	rap	0.00 1400	1		
592	13851	ins	0.14 1236			1
593	30651	fus	0.00 1720	1		
593	30651	rap	0.00 1508		1	
593	30651	ins	0.69 1492			1
594	26226	rap	0.00 1504	1		
594	26226	fus	0.00 1692	1		
594	26226	ins	0.50 1436			1
595	27831	fus	0.00 1728		1	
595	27831	rap	0.00 1472		1	
595	27831	ins	0.56 1348			1
596	9204	fus	0.00 1424	1		
596	9204	rap	0.00 1368		1	
596	9204	ins	0.06 1368			1
597	13856	fus	0.00 1504		1	
597	13856	rap	0.00 1356		1	
597	13856	ins	0.14 1288			1
598	13254	rap	0.00 1384		1	
598	13254	fus	0.00 1444		1	
598	13254	ins	0.13 1388			1
599	19819	fus	0.00 1588	1		
599	19819	rap	0.00 1280	1		
599	19819	ins	0.29 1452			1
600	23842	rap	0.00 1380		1	
600	23842	fus	0.00 1628	1		
600	23842	ins	0.42 1316			1
601	4647	fus	0.00 1304	1		
601	4647	rap	0.00 1332			1
601	4647	ins	0.01 1316			1
602	29375	fus	0.00 1816		1	
602	29375	rap	0.00 1528		1	
602	29375	ins	0.70 1428			1
603	2835	rap	0.00 1248	1		
603	2835	fus	0.00 1208	1		
603	2835	ins	0.00 1284			1
604	10959	rap	0.00 1340	1		
604	10959	fus	0.00 1460	1		
604	10959	ins	0.09 1356			1
605	10689	rap	0.00 1336	1		
605	10689	fus	0.00 1476	1		
605	10689	ins	0.08 1276			1
606	30491	fus	0.00 1760	1		
606	30491	rap	0.00 1528		1	
606	30491	ins	0.76 1432			1
607	22303	rap	0.00 1412		1	
607	22303	fus	0.00 1604		1	
607	22303	ins	0.36 1464			1
608	2914	rap	0.00 1272	1		
608	2914	fus	0.00 1352	1		
608	2914	ins	0.00 1216			1
609	27864	fus	0.00 1712		1	
609	27864	rap	0.00 1348		1	
609	27864	ins	0.59 1508			1
610	30655	rap	0.00 1516		1	
610	30655	fus	0.00 1800	1		
610	30655	ins	0.69 1492			1
611	26512	rap	0.00 1444		1	
611	26512	fus	0.00 1704		1	
611	26512	ins	0.50 1480			1
612	28318	rap	0.00 1496	1		
612	28318	fus	0.00 1680	1		
612	28318	ins	0.61 1420			1
613	31631	fus	0.00 1816		1	
613	31631	rap	0.00 1484		1	
613	31631	ins	0.81 1524			1
614	13118	fus	0.00 1472	1		
614	13118	rap	0.00 1368	1		
614	13118	ins	0.13 1384			1
615	18832	rap	0.00 1432	1		
615	18832	fus	0.00 1480	1		
615	18832	ins	0.27 1416			1
616	17872	rap	0.00 1404		1	
616	17872	fus	0.00 1588		1	
616	17872	ins	0.24 1336			1
617	12680	fus	0.00 1480	1		
617	12680	rap	0.00 1332	1		
617	12680	ins	0.12 1392			1
618	9028	fus	0.00 1424	1		
618	9028	rap	0.00 1360	1		
618	9028	ins	0.06 1320			1
619	27170	rap	0.00 1400	1		
619	27170	fus	0.00 1716	1		
619	27170	ins	0.54 1480			1
620	3406	rap	0.00 1200		1	
620	3406	fus	0.00 1304		1	
620	3406	ins	0.00 1308			1
621	16766	rap	0.00 1384		1	
621	16766	fus	0.00 1516		1	
621	16766	ins	0.21 1360			1
622	26539	fus	0.00 1652	1		
622	26539	rap	0.00 1488		1	
622	26539	ins	0.52 1492			1
623	26873	fus	0.00 1708	1		
623	26873	rap	0.00 1500	1		
623	26873	ins	0.56 1388			1
624	3173	rap	0.00 1260		1	
624	3173	ins	0.00 1300			1
624	3173	fus	0.00 1300			1
625	25101	fus	0.00 1688	1		
625	25101	rap	0.00 1396		1	
625	25101	ins	0.48 1496			1
626	26894	rap	0.00 1504		1	
626	26894	fus	0.00 1652		1	
626	26894	ins	0.55 1464			1
627	26904	fus	0.00 1732	1		
627	26904	rap	0.00 1412	1		
627	26904	ins	0.62 1508			1
628	21507	rap	0.00 1356		1	
628	21507	fus	0.00 1632		1	
628	21507	ins	0.41 1424			1
629	28140	fus	0.00 1752	1		
629	28140	rap	0.00 1504	1		
629	28140	ins	0.61 1452			1
630	31502	rap	0.00 1428	1		
630	31502	fus	0.00 1676	1		
630	31502	ins	0.79 1532			1
631	671	fus	0.00 1240			1
631	671	ins	0.00 1200			1
631	671	rap	0.00 1268			1
632	13309	rap	0.00 1360		1	
632	13309	fus	0.00 1440		1	
632	13309	ins	0.13 1284			1
633	21184	rap	0.00 1344		1	
633	21184	fus	0.00 1588		1	
633	21184	ins	0.33 1348			1
634	30784	rap	0.00 1476		1	
634	30784	fus	0.00 1736	1		
634	30784	ins	0.72 1424			1
635	27993	rap	0.00 1480	1		
635	27993	fus	0.00 1696	1		
635	27993	ins	0.58 1484			1
636	15628	rap	0.00 1376		1	
636	15628	fus	0.00 1596	1		
636	15628	ins	0.18 1248			1
637	5920	fus	0.00 1344	1		
637	5920	rap	0.00 1280	1		
637	5920	ins	0.03 1224			1
638	31726	fus	0.00 1804		1	
638	31726	rap	0.00 1424		1	
638	31726	ins	0.77 1512			1
639	28470	rap	0.00 1408		1	
639	28470	fus	0.00 1736	1		
639	28470	ins	0.62 1508			1
640	6647	rap	0.00 1248		1	
640	6647	fus	0.00 1396	1		
640	6647	ins	0.03 1340			1
641	22363	rap	0.00 1376	1		
641	22363	fus	0.00 1588	1		
641	22363	ins	0.37 1456			1
642	18470	rap	0.00 1436	1		
642	18470	fus	0.00 1584	1		
642	18470	ins	0.25 1384			1
643	1832	rap	0.00 1244		1	
643	1832	fus	0.00 1320		1	
643	1832	ins	0.00 1284			1
644	8290	fus	0.00 1408		1	
644	8290	rap	0.00 1260		1	
644	8290	ins	0.05 1316			1
645	12359	rap	0.00 1280	1		
645	12359	fus	0.00 1460	1		
645	12359	ins	0.11 1272			1
646	25172	fus	0.00 1692	1		
646	25172	rap	0.00 1460	1		
646	25172	ins	0.46 1396			1
647	16605	rap	0.00 1416	1		
647	16605	fus	0.00 1568	1		
647	16605	ins	0.20 1356			1
648	11843	rap	0.00 1220	1		
648	11843	fus	0.00 1464	1		
648	11843	ins	0.10 1356			1
649	841	fus	0.00 1296		1	
649	841	ins	0.00 1284		1	
649	841	rap	0.00 1268		1	
650	30509	fus	0.00 1772	1		
650	30509	rap	0.00 1524	1		
650	30509	ins	0.68 1512			1
651	30408	fus	0.00 1796	1		
651	30408	rap	0.00 1532	1		
651	30408	ins	0.69 1524			1
652	4619	fus	0.00 1360	1		
652	4619	rap	0.00 1316		1	
652	4619	ins	0.02 1236			1
653	12649	fus	0.00 1504	1		
653	12649	rap	0.00 1332	1		
653	12649	ins	0.13 1276			1
654	16472	fus	0.00 1548	1		
654	16472	rap	0.00 1256		1	
654	16472	ins	0.21 1312			1
655	10868	rap	0.00 1344	1		
655	10868	fus	0.00 1428	1		
655	10868	ins	0.09 1372			1
656	23538	rap	0.00 1408		1	
656	23538	fus	0.00 1600	1		
656	23538	ins	0.42 1440			1
657	3150	rap	0.00 1208		1	
657	3150	fus	0.00 1280	1		
657	3150	ins	0.00 1252	1		
658	5010	rap	0.00 1216		1	
658	5010	fus	0.00 1360		1	
658	5010	ins	0.02 1324			1
659	12930	fus	0.00 1484	1		
659	12930	rap	0.00 1396	1		
659	12930	ins	0.12 1384			1
660	5011	fus	0.00 1336	1		
660	5011	rap	0.00 1296	1		
660	5011	ins	0.02 1276			1
661	28464	fus	0.00 1696	1		
661	28464	rap	0.00 1504	1		
661	28464	ins	0.60 1520			1
662	30242	fus	0.00 1720	1		
662	30242	rap	0.00 1440	1		
662	30242	ins	0.67 1368			1
663	29669	fus	0.00 1704	1		
663	29669	rap	0.00 1416		1	
663	29669	ins	0.65 1468			1
664	6423	rap	0.00 1248		1	
664	6423	fus	0.00 1352	1		
664	6423	ins	0.03 1304			1
665	24513	rap	0.00 1488		1	
665	24513	fus	0.00 1640	1		
665	24513	ins	0.44 1444			1
666	14082	fus	0.00 1460		1	
666	14082	rap	0.00 1236		1	
666	14082	ins	0.16 1344			1
667	14046	rap	0.00 1404		1	
667	14046	fus	0.00 1448			
667	14046	ins	0.15 1360			1
668	32149	fus	0.00 1792		1	
668	32149	rap	0.00 1512		1	
668	32149	ins	0.77 1436			1
669	4232	fus	0.00 1300	1		
669	4232	rap	0.00 1284	1		
669	4232	ins	0.01 1232			1
670	2248	fus	0.00 1288	1		
670	2248	rap	0.00 1216	1		
670	2248	ins	0.00 1300			1
671	12583	rap	0.00 1328		1	
671	12583	fus	0.00 1432	1		
671	12583	ins	0.12 1352			1
672	6420	fus	0.00 1356	1		
672	6420	rap	0.00 1316	1		
672	6420	ins	0.03 1304			1
673	9138	fus	0.00 1504	1		
673	9138	rap	0.00 1252		1	
673	9138	ins	0.06 1324			1
674	12024	rap	0.00 1328		1	
674	12024	fus	0.00 1496	1		
674	12024	ins	0.11 1388			1
675	21756	rap	0.00 1296		1	
675	21756	fus	0.00 1572	1		
675	21756	ins	0.35 1460			1
676	13974	rap	0.00 1396		1	
676	13974	fus	0.00 1404	1		
676	13974	ins	0.14 1292			1
677	28401	rap	0.00 1352		1	
677	28401	fus	0.00 1756	1		
677	28401	ins	0.60 1508			1
678	24130	rap	0.00 1372	1		
678	24130	fus	0.00 1660	1		
678	24130	ins	0.42 1320			1
679	29044	rap	0.00 1404	1		
679	29044	fus	0.00 1692	1		
679	29044	ins	0.62 1480			1
680	20909	rap	0.00 1444		1	
680	20909	fus	0.00 1608	1		
680	20909	ins	0.32 1292			1
681	22341	rap	0.00 1364	1		
681	22341	fus	0.00 1608	1		
681	22341	ins	0.37 1372			1
682	6827	fus	0.00 1460		1	
682	6827	rap	0.00 1308		1	
682	6827	ins	0.03 1236			1
683	11565	fus	0.00 1492	1		
683	11565	rap	0.00 1360	1		
683	11565	ins	0.10 1268			1
684	15355	fus	0.00 1536		1	
684	15355	rap	0.00 1296		1	
684	15355	ins	0.17 1248			1
685	2168	fus	0.00 1344	1		
685	2168	rap	0.00 1296			1
685	2168	ins	0.00 1244			1
686	21377	rap	0.00 1440		1	
686	21377	fus	0.00 1612	1		
686	21377	ins	0.33 1364			1
687	24493	rap	0.00 1456		1	
687	24493	fus	0.00 1672	1		
687	24493	ins	0.44 1468			1
688	4574	rap	0.00 1216	1		
688	4574	fus	0.00 1344	1		
688	4574	ins	0.02 1288			1
689	16138	fus	0.00 1536		1	
689	16138	rap	0.00 1404		1	
689	16138	ins	0.19 1388			1
690	1922	rap	0.00 1216	1		
690	1922	ins	0.00 1288			1
690	1922	fus	0.00 1340	1		
691	8732	rap	0.00 1244	1		
691	8732	fus	0.00 1456	1		
691	8732	ins	0.06 1244			1
692	14507	rap	0.00 1312		1	
692	14507	fus	0.00 1460	1		
692	14507	ins	0.15 1400			1
693	3085	fus	0.00 1356	1		
693	3085	rap	0.00 1208		1	
693	3085	ins	0.00 1260			1
694	18290	fus	0.00 1524	1		
694	18290	rap	0.00 1440	1		
694	18290	ins	0.25 1320			1
695	16981	rap	0.00 1316	1		
695	16981	fus	0.00 1544	1		
695	16981	ins	0.21 1420			1
696	596	ins	0.00 1264			1
696	596	rap	0.00 1300			1
696	596	fus	0.00 1244			1
697	31681	fus	0.00 1752		1	
697	31681	rap	0.00 1528		1	
697	31681	ins	0.73 1448			1
698	27098	fus	0.00 1732	1		
698	27098	rap	0.00 1464	1		
698	27098	ins	0.61 1496			1
699	2143	ins	0.00 1208			1
699	2143	rap	0.00 1264			1
699	2143	fus	0.00 1356			1
700	27905	rap	0.00 1480		1	
700	27905	fus	0.00 1696	1		
700	27905	ins	0.58 1456			1
701	6516	rap	0.00 1248	1		
701	6516	fus	0.00 1368	1		
701	6516	ins	0.04 1312			1
702	27939	rap	0.00 1500		1	
702	27939	fus	0.00 1660	1		
702	27939	ins	0.59 1460			1
703	20643	fus	0.00 1584	1		
703	20643	rap	0.00 1364	1		
703	20643	ins	0.31 1388			1
704	20610	rap	0.00 1388		1	
704	20610	fus	0.00 1556		1	
704	20610	ins	0.31 1404			1
705	23466	fus	0.00 1600	1		
705	23466	rap	0.00 1436		1	
705	23466	ins	0.41 1380			1
706	16504	fus	0.00 1560	1		
706	16504	rap	0.00 1364	1		
706	16504	ins	0.20 1416			1
707	11716	rap	0.00 1268	1		
707	11716	fus	0.00 1436	1		
707	11716	ins	0.10 1376			1
708	24683	fus	0.00 1696	1		
708	24683	rap	0.00 1308	1		
708	24683	ins	0.45 1392			1
709	16091	rap	0.00 1300		1	
709	16091	fus	0.00 1560		1	
709	16091	ins	0.19 1308			1
710	30728	rap	0.00 1428	1		
710	30728	fus	0.00 1768	1		
710	30728	ins	0.75 1420			1
711	4776	fus	0.00 1360			
711	4776	ins	0.01 1312			
711	4776	rap	0.00 1308			
712	2021	fus	0.00 1356	1		
712	2021	rap	0.00 1280	1		
712	2021	ins	0.00 1252			1
713	3090	fus	0.00 1356	1		
713	3090	rap	0.00 1252	1		
713	3090	ins	0.00 1308			1
714	8802	fus	0.00 1368	1		
714	8802	rap	0.00 1252		1	
714	8802	ins	0.06 1196			1
715	6919	rap	0.00 1340	1		
715	6919	fus	0.00 1400	1		
715	6919	ins	0.03 1340			1
716	9037	rap	0.00 1248	1		
716	9037	fus	0.00 1372	1		
716	9037	ins	0.06 1268			1
717	16879	rap	0.00 1316		1	
717	16879	fus	0.00 1584		1	
717	16879	ins	0.22 1388			1
718	29743	fus	0.00 1748	1		
718	29743	rap	0.00 1520		1	
718	29743	ins	0.65 1464			1
719	29054	fus	0.00 1764	1		
719	29054	rap	0.00 1356		1	
719	29054	ins	0.61 1512			1
720	17408	rap	0.00 1316	1		
720	17408	fus	0.00 1544	1		
720	17408	ins	0.22 1412			1
721	11242	fus	0.00 1460	1		
721	11242	rap	0.00 1268	1		
721	11242	ins	0.09 1264			1
722	16420	rap	0.00 1392		1	
722	16420	fus	0.00 1612	1		
722	16420	ins	0.19 1320			1
723	6962	fus	0.00 1344	1		
723	6962	rap	0.00 1252		1	
723	6962	ins	0.04 1332			1
724	19742	fus	0.00 1620	1		
724	19742	rap	0.00 1340		1	
724	19742	ins	0.29 1452			1
725	2352	rap	0.00 1284		1	
725	2352	fus	0.00 1328		1	
725	2352	ins	0.00 1268			1
726	24451	fus	0.00 1696	1		
726	24451	rap	0.00 1480	1		
726	24451	ins	0.45 1420			1
727	16684	rap	0.00 1356		1	
727	16684	fus	0.00 1512	1		
727	16684	ins	0.20 1308			1
728	26233	rap	0.00 1404	1		
728	26233	fus	0.00 1708	1		
728	26233	ins	0.50 1388			1
729	12479	rap	0.00 1272		1	
729	12479	fus	0.00 1504		1	
729	12479	ins	0.13 1224			1
730	2524	rap	0.00 1292		1	
730	2524	ins	0.00 1284			1
730	2524	fus	0.00 1400	1		
731	6960	fus	0.00 1416		1	
731	6960	rap	0.00 1228		1	
731	6960	ins	0.04 1248			1
732	3392	fus	0.00 1408		1	
732	3392	rap	0.00 1220		1	
732	3392	ins	0.00 1220			1
733	5419	fus	0.00 1364	1		
733	5419	rap	0.00 1272		1	
733	5419	ins	0.02 1336			1
734	22323	rap	0.00 1448		1	
734	22323	fus	0.00 1580	1		
734	22323	ins	0.36 1428			1
735	2752	rap	0.00 1220	1		
735	2752	fus	0.00 1296	1		
735	2752	ins	0.00 1268			1
736	742	fus	0.00 1304			1
736	742	rap	0.00 1288			1
736	742	ins	0.00 1288			1
737	122	fus	0.00 1312			1
737	122	ins	0.00 1268			1
737	122	rap	0.00 1228			1
738	26538	fus	0.00 1692	1		
738	26538	rap	0.00 1432		1	
738	26538	ins	0.52 1436			1
739	31740	rap	0.00 1512	1		
739	31740	fus	0.00 1784	1		
739	31740	ins	0.74 1444			1
740	5901	rap	0.00 1244	1		
740	5901	fus	0.00 1348	1		
740	5901	ins	0.02 1244			1
741	5694	rap	0.00 1280	1		
741	5694	fus	0.00 1368	1		
741	5694	ins	0.02 1272			1
742	2043	rap	0.00 1296	1		
742	2043	ins	0.00 1268			1
742	2043	fus	0.00 1316	1		
743	11269	rap	0.00 1352		1	
743	11269	fus	0.00 1408	1		
743	11269	ins	0.09 1340			1
744	18146	rap	0.00 1324	1		
744	18146	fus	0.00 1468	1		
744	18146	ins	0.25 1380			1
745	17880	rap	0.00 1336	1		
745	17880	fus	0.00 1572	1		
745	17880	ins	0.24 1436			1
746	16933	rap	0.00 1260	1		
746	16933	fus	0.00 1536	1		
746	16933	ins	0.21 1420			1
747	19969	fus	0.00 1604	1		
747	19969	rap	0.00 1344		1	
747	19969	ins	0.29 1440			1
748	20419	fus	0.00 1560	1		
748	20419	rap	0.00 1360		1	
748	20419	ins	0.30 1444			1
749	25263	rap	0.00 1452		1	
749	25263	fus	0.00 1636		1	
749	25263	ins	0.47 1496			1
750	32651	rap	0.00 1440		1	
750	32651	fus	0.00 1832	1		
750	32651	ins	0.78 1492			1
751	10405	rap	0.00 1364		1	
751	10405	fus	0.00 1416	1		
751	10405	ins	0.08 1276			1
752	4424	fus	0.00 1308		1	
752	4424	rap	0.00 1228		1	
752	4424	ins	0.01 1228			1
753	23434	rap	0.00 1412		1	
753	23434	fus	0.00 1676	1		
753	23434	ins	0.40 1368			1
754	5776	rap	0.00 1272			1
754	5776	ins	0.02 1340			1
754	5776	fus	0.00 1324			1
755	27175	rap	0.00 1496	1		
755	27175	fus	0.00 1672	1		
755	27175	ins	0.54 1392			1
756	21734	fus	0.00 1652	1		
756	21734	rap	0.00 1344	1		
756	21734	ins	0.34 1460			1
757	6878	rap	0.00 1180		1	
757	6878	fus	0.00 1388		1	
757	6878	ins	0.04 1308			1
758	10773	rap	0.00 1280	1		
758	10773	fus	0.00 1448	1		
758	10773	ins	0.08 1368			1
759	27340	rap	0.00 1492	1		
759	27340	fus	0.00 1740	1		
759	27340	ins	0.58 1488			1
760	14490	rap	0.00 1396	1		
760	14490	fus	0.00 1408	1		
760	14490	ins	0.16 1296			1
761	15905	fus	0.00 1484		1	
761	15905	rap	0.00 1404		1	
761	15905	ins	0.19 1420			1
762	2257	fus	0.00 1268		1	
762	2257	rap	0.00 1196		1	
762	2257	ins	0.00 1200			1
763	2869	fus	0.00 1324	1		
763	2869	ins	0.00 1304			1
763	2869	rap	0.00 1220			1
764	2989	rap	0.00 1292	1		
764	2989	fus	0.00 1332	1		
764	2989	ins	0.00 1312			1
765	17087	fus	0.00 1508	1		
765	17087	rap	0.00 1388	1		
765	17087	ins	0.22 1392			1
766	16703	fus	0.00 1580		1	
766	16703	rap	0.00 1412		1	
766	16703	ins	0.21 1352			1
767	14613	fus	0.00 1464		1	
767	14613	rap	0.00 1340		1	
767	14613	ins	0.16 1384			1
768	23195	rap	0.00 1384	1		
768	23195	fus	0.00 1648	1		
768	23195	ins	0.39 1456			1
769	6902	fus	0.00 1396		1	
769	6902	rap	0.00 1228		1	
769	6902	ins	0.03 1316			1
770	21056	rap	0.00 1432		1	
770	21056	fus	0.00 1600	1		
770	21056	ins	0.32 1292			1
771	7645	fus	0.00 1428	1		
771	7645	rap	0.00 1348	1		
771	7645	ins	0.04 1312			1
772	23646	fus	0.00 1680	1		
772	23646	rap	0.00 1372	1		
772	23646	ins	0.42 1476			1
773	19508	rap	0.00 1356	1		
773	19508	fus	0.00 1540	1		
773	19508	ins	0.29 1332			1
774	8317	rap	0.00 1264	1		
774	8317	fus	0.00 1412	1		
774	8317	ins	0.05 1244			1
775	7088	rap	0.00 1256	1		
775	7088	fus	0.00 1420	1		
775	7088	ins	0.04 1236			1
776	31500	fus	0.00 1752	1		
776	31500	rap	0.00 1504	1		
776	31500	ins	0.78 1528			1
777	31923	rap	0.00 1500	1		
777	31923	fus	0.00 1756	1		
777	31923	ins	0.76 1488			1
778	5622	rap	0.00 1228	1		
778	5622	fus	0.00 1328	1		
778	5622	ins	0.03 1228			1
779	26732	rap	0.00 1336	1		
779	26732	fus	0.00 1740	1		
779	26732	ins	0.57 1484			1
780	22037	rap	0.00 1460		1	
780	22037	fus	0.00 1584		1	
780	22037	ins	0.39 1456			1
781	15219	rap	0.00 1396	1		
781	15219	fus	0.00 1476	1		
781	15219	ins	0.18 1380			1
782	18841	fus	0.00 1548		1	
782	18841	rap	0.00 1436		1	
782	18841	ins	0.26 1384			1
783	5318	fus	0.00 1360	1		
783	5318	rap	0.00 1336	1		
783	5318	ins	0.02 1236			1
784	31952	fus	0.00 1824	1		
784	31952	rap	0.00 1448	1		
784	31952	ins	0.80 1548			1
785	5463	fus	0.00 1340	1		
785	5463	rap	0.00 1224	1		
785	5463	ins	0.02 1324			1
786	19239	fus	0.00 1576	1		
786	19239	rap	0.00 1436		1	
786	19239	ins	0.28 1328			1
787	11722	fus	0.00 1460	1		
787	11722	rap	0.00 1268	1		
787	11722	ins	0.11 1220			1
788	30940	rap	0.00 1516		1	
788	30940	fus	0.00 1772	1		
788	30940	ins	0.71 1524			1
789	31015	rap	0.00 1428	1		
789	31015	fus	0.00 1780	1		
789	31015	ins	0.70 1516			1
790	19140	rap	0.00 1388	1		
790	19140	fus	0.00 1624	1		
790	19140	ins	0.28 1280			1
791	17003	rap	0.00 1316	1		
791	17003	fus	0.00 1548	1		
791	17003	ins	0.22 1420			1
792	12680	fus	0.00 1488	1		
792	12680	rap	0.00 1376	1		
792	12680	ins	0.12 1280			1
793	29976	rap	0.00 1520		1	
793	29976	fus	0.00 1708		1	
