test	taille	tri	tableau	exectime	memory
57	18762		triPartiel	0.00 1196
57	18762		croissant	0.00 1172
57	18762		decroissant	0.00 1244
57	18762		triPartiel	0.00 1156
58	14575		croissant	0.00 1168
58	14575		decroissant	0.00 1184
58	14575		triPartiel	0.00 1252
58	14575		croissant	0.00 1220
58	14575		decroissant	0.00 1256
58	14575		triPartiel	0.00 1184
59	31207		croissant	0.00 1256
59	31207		decroissant	0.00 1220
59	31207		triPartiel	0.00 1184
59	31207		croissant	0.00 1252
59	31207		decroissant	0.00 1180
59	31207		triPartiel	0.00 1212
60	29329		croissant	0.00 1228
60	29329		decroissant	0.00 1204
60	29329		triPartiel	0.00 1184
60	29329		croissant	0.00 1220
60	29329		decroissant	0.00 1180
60	29329		triPartiel	0.00 1252
61	18880		croissant	0.00 1252
61	18880		decroissant	0.00 1184
61	18880		triPartiel	0.00 1220
61	18880		croissant	0.00 1172
61	18880		decroissant	0.00 1180
61	18880		triPartiel	0.00 1228
62	13019		croissant	0.00 1168
62	13019		decroissant	0.00 1188
62	13019		triPartiel	0.00 1248
62	13019		croissant	0.00 1192
62	13019		decroissant	0.00 1160
62	13019		triPartiel	0.00 1212
63	183		croissant	0.00 1156
63	183		decroissant	0.00 1204
63	183		triPartiel	0.00 1192
63	183		croissant	0.00 1248
63	183		decroissant	0.00 1248
63	183		triPartiel	0.00 1184
64	14353		croissant	0.00 1256
64	14353		decroissant	0.00 1224
64	14353		triPartiel	0.00 1220
64	14353		croissant	0.00 1204
64	14353		decroissant	0.00 1208
64	14353		triPartiel	0.00 1200
65	9590		croissant	0.00 1228
65	9590		decroissant	0.00 1252
65	9590		triPartiel	0.00 1256
65	9590		croissant	0.00 1184
65	9590		decroissant	0.00 1168
65	9590		triPartiel	0.00 1180
66	10509		croissant	0.00 1228
66	10509		decroissant	0.00 1176
66	10509		triPartiel	0.00 1212
66	10509		croissant	0.00 1180
66	10509		decroissant	0.00 1168
66	10509		triPartiel	0.00 1168
67	12706		croissant	0.00 1184
67	12706		decroissant	0.00 1176
67	12706		triPartiel	0.00 1212
67	12706		croissant	0.00 1184
67	12706		decroissant	0.00 1256
67	12706		triPartiel	0.00 1184
68	15480		croissant	0.00 1228
68	15480		decroissant	0.00 1176
68	15480		triPartiel	0.00 1168
68	15480		croissant	0.00 1204
68	15480		decroissant	0.00 1180
68	15480		triPartiel	0.00 1216
69	18269		croissant	0.00 1188
69	18269		decroissant	0.00 1248
69	18269		triPartiel	0.00 1168
69	18269		croissant	0.00 1200
69	18269		decroissant	0.00 1196
69	18269		triPartiel	0.00 1248
70	20352		croissant	0.00 1184
70	20352		decroissant	0.00 1192
70	20352		triPartiel	0.00 1180
70	20352		croissant	0.00 1172
70	20352		decroissant	0.00 1184
70	20352		triPartiel	0.00 1220
71	10700		croissant	0.00 1228
71	10700		decroissant	0.00 1228
71	10700		triPartiel	0.00 1192
71	10700		croissant	0.00 1216
71	10700		decroissant	0.00 1168
71	10700		triPartiel	0.00 1192
72	27906		croissant	0.00 1252
72	27906		decroissant	0.00 1228
72	27906		triPartiel	0.00 1172
72	27906		croissant	0.00 1168
72	27906		decroissant	0.00 1192
72	27906		triPartiel	0.00 1204
73	21187		croissant	0.00 1168
73	21187		decroissant	0.00 1256
73	21187		triPartiel	0.00 1204
73	21187		croissant	0.00 1252
73	21187		decroissant	0.00 1192
73	21187		triPartiel	0.00 1172
74	11150		croissant	0.00 1180
74	11150		decroissant	0.00 1168
74	11150		triPartiel	0.00 1176
74	11150		croissant	0.00 1196
74	11150		decroissant	0.00 1180
74	11150		triPartiel	0.00 1180
75	9071		croissant	0.00 1248
75	9071		decroissant	0.00 1192
75	9071		triPartiel	0.00 1204
75	9071		croissant	0.00 1168
75	9071		decroissant	0.00 1248
75	9071		triPartiel	0.00 1200
76	8229		croissant	0.00 1256
76	8229		decroissant	0.00 1176
76	8229		triPartiel	0.00 1160
76	8229		croissant	0.00 1196
76	8229		decroissant	0.00 1192
76	8229		triPartiel	0.00 1176
77	4364		croissant	0.00 1212
77	4364		decroissant	0.00 1172
77	4364		triPartiel	0.00 1256
77	4364		croissant	0.00 1212
77	4364		decroissant	0.00 1220
77	4364		triPartiel	0.00 1172
78	27687		croissant	0.00 1204
78	27687		decroissant	0.00 1208
78	27687		triPartiel	0.00 1228
78	27687		croissant	0.00 1180
78	27687		decroissant	0.00 1196
78	27687		triPartiel	0.00 1172
79	16311		croissant	0.00 1216
79	16311		decroissant	0.00 1192
79	16311		triPartiel	0.00 1180
79	16311		croissant	0.00 1244
79	16311		decroissant	0.00 1212
79	16311		triPartiel	0.00 1212
80	17384		croissant	0.00 1248
80	17384		decroissant	0.00 1252
80	17384		triPartiel	0.00 1244
80	17384		croissant	0.00 1184
80	17384		decroissant	0.00 1168
80	17384		triPartiel	0.00 1196
81	31545		croissant	0.00 1212
81	31545		decroissant	0.00 1220
81	31545		triPartiel	0.00 1248
81	31545		croissant	0.00 1204
81	31545		decroissant	0.00 1204
81	31545		triPartiel	0.00 1256
82	3610		croissant	0.00 1216
82	3610		decroissant	0.00 1256
82	3610		triPartiel	0.00 1192
82	3610		croissant	0.00 1252
82	3610		decroissant	0.00 1252
82	3610		triPartiel	0.00 1184
83	32722		croissant	0.00 1196
83	32722		decroissant	0.00 1176
83	32722		triPartiel	0.00 1220
83	32722		croissant	0.00 1172
83	32722		decroissant	0.00 1188
83	32722		triPartiel	0.00 1256
84	24767		croissant	0.00 1244
84	24767		decroissant	0.00 1212
84	24767		triPartiel	0.00 1172
84	24767		croissant	0.00 1196
84	24767		decroissant	0.00 1220
84	24767		triPartiel	0.00 1248
85	20839		croissant	0.00 1160
85	20839		decroissant	0.00 1168
85	20839		triPartiel	0.00 1248
85	20839		croissant	0.00 1188
85	20839		decroissant	0.00 1168
85	20839		triPartiel	0.00 1164
86	30528		croissant	0.00 1180
86	30528		decroissant	0.00 1212
86	30528		triPartiel	0.00 1192
86	30528		croissant	0.00 1172
86	30528		decroissant	0.00 1160
86	30528		triPartiel	0.00 1172
87	14107		croissant	0.00 1168
87	14107		decroissant	0.00 1160
87	14107		triPartiel	0.00 1168
