test	taille	exe	exectime	memory	mmm
791	8000	ins	0.05 1284			1
792	29000	rap	0.00 1480		1	
792	29000	fus	0.00 1688	1		
792	29000	ins	0.60 1424			1
793	38000	rap	0.00 1496		1	
793	38000	fus	0.01 1776	1		
793	38000	ins	1.02 1484			1
794	59000	fus	0.01 2164	1		
794	59000	rap	0.01 1720		1	
794	59000	ins	2.51 1696			1
795	42000	fus	0.00 1936		1	
795	42000	rap	0.00 1588		1	
795	42000	ins	1.27 1508			1
796	25000	fus	0.00 1660	1		
796	25000	rap	0.00 1392		1	
796	25000	ins	0.45 1476			1
797	54000	rap	0.00 1692		1	
797	54000	fus	0.01 2084	1		
797	54000	ins	2.10 1712			1
798	14000	rap	0.00 1364	1		
798	14000	fus	0.00 1396	1		
798	14000	ins	0.14 1232			1
799	25000	rap	0.00 1476		1	
799	25000	fus	0.00 1672		1	
799	25000	ins	0.46 1388			1
800	57000	fus	0.01 2148	1		
800	57000	rap	0.01 1712		1	
800	57000	ins	2.34 1700			1
801	59000	rap	0.00 1664		1	
801	59000	fus	0.01 2208	1		
801	59000	ins	2.53 1720			1
802	0	ins	0.00 1252			
802	0	rap	0.00 1176			
802	0	fus	0.00 1200			
803	12000	rap	0.00 1380		1	
803	12000	fus	0.00 1424		1	
803	12000	ins	0.11 1268			1
804	39000	rap	0.00 1560	1		
804	39000	fus	0.01 1792	1		
804	39000	ins	1.10 1480			1
805	54000	rap	0.01 1604		1	
805	54000	fus	0.01 2200		1	
805	54000	ins	2.09 1620			1
806	43000	rap	0.00 1628	1		
806	43000	fus	0.01 1928	1		
806	43000	ins	1.33 1620			1
807	49000	fus	0.00 2004		1	
807	49000	rap	0.00 1636		1	
807	49000	ins	1.71 1616			1
808	24000	fus	0.00 1640		1	
808	24000	rap	0.00 1408		1	
808	24000	ins	0.41 1312			1
809	50000	rap	0.00 1672		1	
809	50000	fus	0.01 2136	1		
809	50000	ins	1.79 1588			1
810	52000	fus	0.00 2068	1		
810	52000	rap	0.01 1592		1	
810	52000	ins	1.93 1684			1
811	30000	rap	0.00 1492		1	
811	30000	fus	0.00 1760	1		
811	30000	ins	0.64 1520			1
812	13000	fus	0.00 1380	1		
812	13000	rap	0.00 1368	1		
812	13000	ins	0.12 1224			1
813	27000	fus	0.00 1664	1		
813	27000	rap	0.00 1408	1		
813	27000	ins	0.52 1392			1
814	26000	rap	0.00 1428		1	
814	26000	fus	0.00 1720		1	
814	26000	ins	0.48 1388			1
815	40000	fus	0.00 1944		1	
815	40000	rap	0.00 1440		1	
815	40000	ins	1.15 1500			1
816	52000	rap	0.00 1692		1	
816	52000	fus	0.01 2052	1		
816	52000	ins	1.95 1640			1
817	57000	rap	0.00 1668		1	
817	57000	fus	0.01 2128	1		
817	57000	ins	2.32 1708			1
818	2000	fus	0.00 1340	1		
818	2000	rap	0.00 1192			1
818	2000	ins	0.00 1292			1
819	10000	fus	0.00 1428	1		
819	10000	rap	0.00 1356	1		
819	10000	ins	0.07 1308			1
820	27000	rap	0.00 1436	1		
820	27000	fus	0.00 1604	1		
820	27000	ins	0.52 1388			1
821	55000	rap	0.00 1612	1		
821	55000	fus	0.01 2148	1		
821	55000	ins	2.22 1688			1
822	17000	rap	0.00 1356	1		
822	17000	fus	0.00 1520	1		
822	17000	ins	0.21 1360			1
823	26000	rap	0.00 1328	1		
823	26000	fus	0.00 1692	1		
823	26000	ins	0.51 1428			1
824	23000	rap	0.00 1360		1	
824	23000	fus	0.00 1640	1		
824	23000	ins	0.39 1380			1
825	6000	rap	0.00 1168	1		
825	6000	fus	0.00 1364	1		
825	6000	ins	0.03 1224			1
826	46000	rap	0.00 1644		1	
826	46000	fus	0.01 1972	1		
826	46000	ins	1.58 1584			1
827	1000	fus	0.00 1196			1
827	1000	ins	0.00 1280			1
827	1000	rap	0.00 1232			1
828	2000	fus	0.00 1212	1		
828	2000	rap	0.00 1248	1		
828	2000	ins	0.00 1280			1
829	27000	rap	0.00 1496		1	
829	27000	fus	0.00 1604	1		
829	27000	ins	0.52 1504			1
830	52000	rap	0.01 1688		1	
830	52000	fus	0.01 2080		1	
830	52000	ins	1.98 1604			1
831	48000	rap	0.00 1576	1		
831	48000	fus	0.00 2004	1		
831	48000	ins	1.67 1652			1
832	6000	rap	0.00 1312	1		
832	6000	fus	0.00 1328	1		
832	6000	ins	0.02 1324			1
833	18000	rap	0.00 1400		1	
833	18000	fus	0.00 1524		1	
833	18000	ins	0.24 1436			1
834	27000	rap	0.00 1472		1	
834	27000	fus	0.00 1700		1	
834	27000	ins	0.53 1396			1
835	55000	rap	0.00 1656		1	
835	55000	fus	0.01 2044	1		
835	55000	ins	2.41 1616			1
836	21000	fus	0.00 1612	1		
836	21000	rap	0.00 1448		1	
836	21000	ins	0.33 1364			1
837	33000	rap	0.00 1512	1		
837	33000	fus	0.00 1792	1		
837	33000	ins	0.86 1540			1
838	16000	rap	0.00 1392	1		
838	16000	fus	0.00 1604	1		
838	16000	ins	0.19 1380			1
839	16000	rap	0.00 1408		1	
839	16000	fus	0.00 1556		1	
839	16000	ins	0.20 1408			1
840	49000	rap	0.01 1672		1	
840	49000	fus	0.01 2040	1		
840	49000	ins	1.89 1560			1
841	36000	rap	0.00 1536	1		
841	36000	fus	0.00 1844	1		
841	36000	ins	1.10 1468			1
842	20000	fus	0.00 1628	1		
842	20000	rap	0.00 1352	1		
842	20000	ins	0.31 1340			1
843	39000	rap	0.00 1588			
843	39000	fus	0.01 1924	1		
843	39000	ins	1.14 1484			1
844	3000	rap	0.00 1276		1	
844	3000	fus	0.00 1400		1	
844	3000	ins	0.00 1248			1
845	0	ins	0.00 1196			1
845	0	fus	0.00 1224			1
845	0	rap	0.00 1196			1
846	35000	fus	0.00 1856		1	
846	35000	rap	0.00 1444		1	
846	35000	ins	0.88 1456			1
847	36000	fus	0.00 1872	1		
847	36000	rap	0.00 1404		1	
847	36000	ins	0.97 1480			1
848	31000	rap	0.00 1524		1	
848	31000	fus	0.00 1760		1	
848	31000	ins	0.72 1428			1
849	29000	rap	0.00 1520		1	
849	29000	fus	0.00 1720	1		
849	29000	ins	0.70 1452			1
850	57000	rap	0.01 1704	1		
850	57000	fus	0.01 2144	1		
850	57000	ins	2.42 1740			1
851	22000	fus	0.00 1600	1		
851	22000	rap	0.00 1352	1		
851	22000	ins	0.35 1348			1
852	33000	rap	0.00 1516	1		
852	33000	fus	0.00 1828	1		
852	33000	ins	0.81 1540			1
853	58000	rap	0.01 1712		1	
853	58000	fus	0.01 2184	1		
853	58000	ins	2.53 1708			1
854	49000	rap	0.00 1608		1	
854	49000	fus	0.01 2040	1		
854	49000	ins	1.73 1636			1
855	20000	rap	0.00 1428		1	
855	20000	fus	0.00 1596	1		
855	20000	ins	0.28 1380			1
856	2000	rap	0.00 1272		1	
856	2000	fus	0.00 1384		1	
856	2000	ins	0.00 1140			1
857	7000	fus	0.00 1388	1		
857	7000	rap	0.00 1252	1		
857	7000	ins	0.03 1232			1
858	3000	fus	0.00 1228	1		
858	3000	rap	0.00 1208	1		
858	3000	ins	0.00 1200			1
859	12000	rap	0.00 1288			
859	12000	fus	0.00 1468	1		
859	12000	ins	0.10 1292			1
860	40000	rap	0.00 1512		1	
860	40000	fus	0.00 1944		1	
860	40000	ins	1.18 1440			1
861	7000	fus	0.00 1420	1		
861	7000	rap	0.00 1232	1		
861	7000	ins	0.04 1276			1
862	52000	rap	0.01 1532		1	
862	52000	fus	0.01 2096		1	
862	52000	ins	1.97 1692			1
863	24000	rap	0.00 1456		1	
863	24000	fus	0.00 1692	1		
863	24000	ins	0.42 1368			1
864	33000	rap	0.00 1488		1	
864	33000	fus	0.01 1768	1		
864	33000	ins	0.80 1500			1
865	22000	rap	0.00 1424		1	
865	22000	fus	0.00 1524		1	
865	22000	ins	0.36 1368			1
866	38000	rap	0.00 1592		1	
866	38000	fus	0.00 1884	1		
866	38000	ins	1.05 1496			1
867	52000	rap	0.00 1580		1	
867	52000	fus	0.01 2128	1		
867	52000	ins	2.03 1532			1
868	25000	rap	0.00 1428	1		
868	25000	fus	0.00 1680	1		
868	25000	ins	0.45 1484			1
869	15000	fus	0.00 1516		1	
869	15000	rap	0.00 1372		1	
869	15000	ins	0.17 1392			1
870	58000	rap	0.01 1680	1		
870	58000	fus	0.01 2224	1		
870	58000	ins	2.46 1736			1
871	45000	rap	0.00 1636	1		
871	45000	fus	0.01 2060	1		
871	45000	ins	1.58 1608			1
872	25000	fus	0.00 1628	1		
872	25000	rap	0.00 1456	1		
872	25000	ins	0.46 1372			1
873	18000	rap	0.00 1328	1		
873	18000	fus	0.00 1548	1		
873	18000	ins	0.24 1412			1
874	28000	rap	0.00 1412	1		
874	28000	fus	0.00 1788	1		
874	28000	ins	0.57 1504			1
875	1000	ins	0.00 1132			1
875	1000	fus	0.00 1272			1
875	1000	rap	0.00 1284			1
876	5000	rap	0.00 1212	1		
876	5000	fus	0.00 1352	1		
876	5000	ins	0.02 1232			1
877	49000	fus	0.01 2048	1		
877	49000	rap	0.01 1660		1	
877	49000	ins	1.74 1636			1
878	32000	rap	0.00 1532		1	
878	32000	fus	0.00 1784		1	
878	32000	ins	0.75 1448			1
879	57000	fus	0.01 2160	1		
879	57000	rap	0.01 1732		1	
879	57000	ins	2.36 1716			1
880	35000	fus	0.00 1868		1	
880	35000	rap	0.00 1456		1	
880	35000	ins	0.89 1456			1
881	15000	fus	0.00 1464	1		
881	15000	rap	0.00 1340	1		
881	15000	ins	0.17 1292			1
882	39000	fus	0.00 1888		1	
882	39000	rap	0.00 1576		1	
882	39000	ins	1.15 1560			1
883	6000	rap	0.00 1312	1		
883	6000	fus	0.00 1444	1		
883	6000	ins	0.02 1268			1
884	35000	rap	0.00 1532		1	
884	35000	fus	0.00 1868	1		
884	35000	ins	0.88 1568			1
885	20000	fus	0.00 1548	1		
885	20000	rap	0.00 1344		1	
885	20000	ins	0.30 1420			1
886	39000	fus	0.00 1904	1		
886	39000	rap	0.00 1556		1	
886	39000	ins	1.21 1584			1
887	53000	rap	0.01 1596		1	
887	53000	fus	0.01 2148	1		
887	53000	ins	2.14 1616			1
888	45000	fus	0.00 2020	1		
888	45000	rap	0.00 1636	1		
888	45000	ins	1.53 1576			1
889	6000	rap	0.00 1276		1	
889	6000	fus	0.00 1376		1	
889	6000	ins	0.02 1240			1
890	58000	fus	0.01 2228	1		
890	58000	rap	0.01 1640		1	
890	58000	ins	2.62 1656			1
891	16000	fus	0.00 1600		1	
891	16000	rap	0.00 1300		1	
891	16000	ins	0.19 1308			1
892	49000	rap	0.00 1640			
892	49000	fus	0.01 2004	1		
892	49000	ins	1.81 1664			1
893	38000	fus	0.00 1872		1	
893	38000	rap	0.00 1580		1	
893	38000	ins	1.07 1568			1
894	29000	rap	0.00 1452		1	
894	29000	fus	0.00 1724	1		
894	29000	ins	0.62 1484			1
895	44000	rap	0.00 1576	1		
895	44000	fus	0.00 1976	1		
895	44000	ins	1.46 1576			1
896	33000	fus	0.00 1752	1		
896	33000	rap	0.00 1536	1		
896	33000	ins	0.78 1528			1
897	52000	fus	0.01 2068	1		
897	52000	rap	0.00 1584	1		
897	52000	ins	2.09 1664			1
898	12000	fus	0.00 1440	1		
898	12000	rap	0.00 1216	1		
898	12000	ins	0.11 1288			1
899	42000	fus	0.01 1944	1		
899	42000	rap	0.00 1608	1		
899	42000	ins	1.28 1600			1
900	52000	rap	0.00 1592	1		
900	52000	fus	0.01 2104	1		
900	52000	ins	2.11 1628			1
901	32000	fus	0.00 1768		1	
901	32000	rap	0.00 1536		1	
901	32000	ins	0.77 1436			1
902	18000	rap	0.00 1344		1	
902	18000	fus	0.00 1572		1	
902	18000	ins	0.27 1368			1
903	8000	fus	0.00 1440	1		
903	8000	rap	0.00 1256	1		
903	8000	ins	0.06 1336			1
904	11000	fus	0.00 1436	1		
904	11000	rap	0.00 1280		1	
904	11000	ins	0.09 1280			1
905	35000	rap	0.00 1536		1	
905	35000	fus	0.00 1784		1	
905	35000	ins	0.92 1508			1
906	23000	rap	0.00 1436	1		
906	23000	fus	0.00 1636	1		
906	23000	ins	0.39 1428			1
907	56000	fus	0.01 2164	1		
907	56000	rap	0.01 1688		1	
907	56000	ins	2.45 1660			1
908	30000	rap	0.00 1464		1	
908	30000	fus	0.00 1748	1		
908	30000	ins	0.71 1460			1
909	17000	fus	0.00 1620		1	
909	17000	rap	0.00 1388		1	
909	17000	ins	0.22 1316			1
910	21000	rap	0.00 1428		1	
910	21000	fus	0.00 1604	1		
910	21000	ins	0.32 1420			1
911	11000	rap	0.00 1344	1		
911	11000	fus	0.00 1480	1		
911	11000	ins	0.08 1284			1
912	49000	rap	0.01 1644	1		
912	49000	fus	0.01 2044	1		
912	49000	ins	1.73 1584			1
913	48000	fus	0.00 1988	1		
913	48000	rap	0.01 1544		1	
913	48000	ins	1.65 1616			1
914	28000	rap	0.00 1452		1	
914	28000	fus	0.00 1680	1		
914	28000	ins	0.56 1504			1
915	45000	rap	0.00 1628		1	
915	45000	fus	0.01 1968	1		
915	45000	ins	1.45 1528			1
916	4000	fus	0.00 1380	1		
916	4000	rap	0.00 1308	1		
916	4000	ins	0.01 1308			1
917	26000	fus	0.00 1684	1		
917	26000	rap	0.00 1328	1		
917	26000	ins	0.49 1384			1
918	29000	rap	0.00 1508		1	
918	29000	fus	0.00 1704	1		
918	29000	ins	0.60 1496			1
919	24000	fus	0.00 1728	1		
919	24000	rap	0.00 1436		1	
919	24000	ins	0.42 1388			1
920	17000	fus	0.00 1532	1		
920	17000	rap	0.00 1420	1		
920	17000	ins	0.21 1260			1
921	49000	rap	0.00 1660		1	
921	49000	fus	0.01 1948	1		
921	49000	ins	1.85 1556			1
922	33000	rap	0.00 1552	1		
922	33000	fus	0.00 1808	1		
922	33000	ins	0.85 1516			1
923	35000	rap	0.00 1536		1	
923	35000	fus	0.00 1864	1		
923	35000	ins	0.92 1568			1
924	15000	fus	0.00 1548	1		
924	15000	rap	0.00 1364		1	
924	15000	ins	0.18 1316			1
925	18000	rap	0.00 1412		1	
925	18000	fus	0.00 1572		1	
925	18000	ins	0.30 1436			1
926	13000	rap	0.00 1224	1		
926	13000	fus	0.00 1492	1		
926	13000	ins	0.16 1380			1
927	58000	fus	0.01 2264	1		
927	58000	rap	0.01 1704	1		
927	58000	ins	2.53 1724			1
928	54000	rap	0.01 1716		1	
928	54000	fus	0.01 2080	1		
928	54000	ins	2.09 1680			1
929	51000	rap	0.01 1660		1	
929	51000	fus	0.00 2076		1	
929	51000	ins	1.98 1576			1
930	52000	rap	0.00 1588		1	
930	52000	fus	0.01 2068	1		
930	52000	ins	2.11 1660			1
931	22000	rap	0.00 1456	1		
931	22000	fus	0.00 1616	1		
931	22000	ins	0.36 1424			1
932	23000	rap	0.00 1448	1		
932	23000	fus	0.00 1636	1		
932	23000	ins	0.46 1456			1
933	41000	fus	0.00 1884	1		
933	41000	rap	0.00 1548		1	
933	41000	ins	1.28 1448			1
934	59000	fus	0.01 2156	1		
934	59000	rap	0.01 1688		1	
934	59000	ins	2.62 1644			1
935	9000	fus	0.00 1320	1		
935	9000	rap	0.00 1344		1	
935	9000	ins	0.06 1252			1
936	35000	rap	0.00 1556	1		
936	35000	fus	0.00 1840	1		
936	35000	ins	0.94 1528			1
937	11000	rap	0.00 1280		1	
937	11000	fus	0.00 1412		1	
937	11000	ins	0.10 1340			1
938	23000	rap	0.00 1456		1	
938	23000	fus	0.00 1676	1		
938	23000	ins	0.44 1456			1
939	46000	rap	0.00 1612		1	
939	46000	fus	0.01 2000	1		
939	46000	ins	1.56 1484			1
940	50000	fus	0.00 2136	1		
940	50000	rap	0.01 1644		1	
940	50000	ins	1.95 1568			1
941	39000	fus	0.00 1932	1		
941	39000	rap	0.00 1432	1		
941	39000	ins	1.32 1564			1
942	29000	fus	0.00 1636	1		
942	29000	rap	0.00 1352	1		
942	29000	ins	0.69 1352			1
943	26000	fus	0.00 1588	1		
943	26000	rap	0.00 1472		1	
943	26000	ins	0.62 1488			1
944	0	rap	0.00 1276	1		
944	0	ins	0.00 1124	1		
944	0	fus	0.00 1252	1		
945	10000	rap	0.00 1328		1	
945	10000	fus	0.00 1432		1	
945	10000	ins	0.08 1308			1
946	44000	rap	0.00 1636	1		
946	44000	fus	0.01 2004	1		
946	44000	ins	1.62 1468			1
947	24000	fus	0.00 1692	1		
947	24000	rap	0.00 1384	1		
947	24000	ins	0.50 1420			1
948	6000	rap	0.00 1268		1	
948	6000	fus	0.00 1348	1		
948	6000	ins	0.02 1276			1
949	39000	rap	0.00 1504		1	
949	39000	fus	0.01 1900	1		
949	39000	ins	1.18 1504			1
950	4000	rap	0.00 1208	1		
950	4000	fus	0.00 1344	1		
950	4000	ins	0.01 1152			1
951	26000	rap	0.00 1400	1		
951	26000	fus	0.00 1640	1		
951	26000	ins	0.54 1404			1
952	24000	fus	0.00 1692	1		
952	24000	rap	0.00 1308	1		
952	24000	ins	0.42 1468			1
953	26000	rap	0.00 1380		1	
953	26000	fus	0.00 1692	1		
953	26000	ins	0.51 1328			1
954	24000	rap	0.00 1448	1		
954	24000	fus	0.00 1608	1		
954	24000	ins	0.46 1468			1
955	39000	rap	0.00 1540	1		
955	39000	fus	0.01 1896	1		
955	39000	ins	1.11 1528			1
956	50000	fus	0.00 2016			
956	50000	rap	0.01 1568		1	
956	50000	ins	1.80 1624			1
957	40000	fus	0.00 1864	1		
957	40000	rap	0.00 1544	1		
957	40000	ins	1.17 1512			1
958	16000	fus	0.00 1532		1	
958	16000	rap	0.00 1404		1	
958	16000	ins	0.19 1404			1
959	53000	rap	0.00 1596		1	
959	53000	fus	0.01 2112	1		
959	53000	ins	2.04 1536			1
960	19000	rap	0.00 1408		1	
960	19000	fus	0.00 1540	1		
960	19000	ins	0.26 1376			1
961	56000	rap	0.01 1732		1	
961	56000	fus	0.00 2196		1	
961	56000	ins	2.28 1672			1
962	21000	fus	0.00 1588	1		
962	21000	rap	0.00 1288	1		
962	21000	ins	0.32 1392			1
963	55000	fus	0.01 2136		1	
963	55000	rap	0.01 1700		1	
963	55000	ins	2.19 1556			1
964	9000	rap	0.00 1188		1	
964	9000	fus	0.00 1320	1		
964	9000	ins	0.06 1292			1
965	1000	rap	0.00 1260			1
965	1000	fus	0.00 1256			1
965	1000	ins	0.00 1208			1
966	10000	rap	0.00 1324		1	
966	10000	fus	0.00 1420	1		
966	10000	ins	0.07 1360			1
967	35000	rap	0.00 1472		1	
967	35000	fus	0.00 1804	1		
967	35000	ins	0.90 1532			1
968	39000	rap	0.00 1588		1	
968	39000	fus	0.00 1900		1	
968	39000	ins	1.10 1560			1
969	23000	fus	0.00 1636	1		
969	23000	rap	0.00 1432	1		
969	23000	ins	0.38 1472			1
970	58000	rap	0.01 1712		1	
970	58000	fus	0.01 2164	1		
970	58000	ins	2.43 1740			1
971	50000	rap	0.00 1572	1		
971	50000	fus	0.01 2060	1		
971	50000	ins	1.80 1644			1
972	46000	rap	0.01 1544	1		
972	46000	fus	0.01 2032	1		
972	46000	ins	1.58 1632			1
973	25000	fus	0.00 1572	1		
973	25000	rap	0.00 1448		1	
973	25000	ins	0.47 1396			1
974	43000	fus	0.00 2024	1		
974	43000	rap	0.00 1532	1		
974	43000	ins	1.38 1616			1
975	55000	rap	0.01 1700	1		
975	55000	fus	0.01 2136	1		
975	55000	ins	2.40 1712			1
976	13000	fus	0.00 1492	1		
976	13000	rap	0.00 1380	1		
976	13000	ins	0.12 1300			1
977	46000	rap	0.00 1556		1	
977	46000	fus	0.01 2076	1		
977	46000	ins	1.58 1556			1
978	44000	rap	0.00 1612		1	
978	44000	fus	0.00 1944		1	
978	44000	ins	1.43 1544			1
979	1000	fus	0.00 1280			
979	1000	rap	0.00 1192			
979	1000	ins	0.00 1276			
980	54000	fus	0.01 2124		1	
980	54000	rap	0.01 1700		1	
980	54000	ins	2.10 1664			1
981	57000	rap	0.00 1724		1	
981	57000	fus	0.01 2180	1		
981	57000	ins	2.36 1696			1
982	7000	fus	0.00 1384	1		
982	7000	rap	0.00 1176		1	
982	7000	ins	0.03 1320			1
983	42000	rap	0.00 1612		1	
983	42000	fus	0.01 1944	1		
983	42000	ins	1.26 1588			1
984	55000	fus	0.01 2116	1		
984	55000	rap	0.00 1652	1		
984	55000	ins	2.18 1688			1
985	0	rap	0.00 1268	1		
985	0	fus	0.00 1172	1		
985	0	ins	0.00 1244	1		
986	3000	fus	0.00 1324	1		
986	3000	rap	0.00 1248			1
986	3000	ins	0.00 1308			1
987	24000	fus	0.00 1652		1	
987	24000	rap	0.00 1440		1	
987	24000	ins	0.42 1388			1
988	22000	fus	0.00 1596	1		
988	22000	rap	0.00 1372	1		
988	22000	ins	0.35 1456			1
989	20000	rap	0.00 1356	1		
989	20000	fus	0.00 1560	1		
989	20000	ins	0.30 1412			1
990	3000	fus	0.00 1280		1	
990	3000	rap	0.00 1300		1	
990	3000	ins	0.00 1224			1
991	15000	rap	0.00 1388		1	
991	15000	fus	0.00 1540		1	
991	15000	ins	0.17 1316			1
992	59000	fus	0.01 2196	1		
992	59000	rap	0.00 1692		1	
992	59000	ins	2.52 1696			1
993	20000	rap	0.00 1452		1	
993	20000	fus	0.00 1592	1		
993	20000	ins	0.29 1360			1
994	36000	rap	0.00 1484		1	
994	36000	fus	0.00 1804		1	
994	36000	ins	0.92 1556			1
995	3000	fus	0.00 1312	1		
995	3000	ins	0.00 1316			1
995	3000	rap	0.00 1276		1	
996	39000	rap	0.00 1560		1	
996	39000	fus	0.01 1932		1	
996	39000	ins	1.10 1532			1
997	33000	rap	0.00 1440	1		
997	33000	fus	0.00 1776	1		
997	33000	ins	0.78 1516			1
998	53000	rap	0.01 1608		1	
998	53000	fus	0.01 2116	1		
998	53000	ins	2.02 1696			1
999	14000	rap	0.00 1288	1		
999	14000	fus	0.00 1396	1		
999	14000	ins	0.14 1364			1
1000	5000	fus	0.00 1388	1		
1000	5000	rap	0.00 1292	1		
1000	5000	ins	0.02 1256			1
