test	taille	exe	exectime	memory	mmm
263	24000	rap	0.00 1380		1	
263	24000	ins	0.42 1372			1
264	44000	rap	0.00 1620		1	
264	44000	fus	0.00 1976		1	
264	44000	ins	1.39 1632			1
265	48000	rap	0.01 1668		1	
265	48000	fus	0.01 2004	1		
265	48000	ins	1.63 1660			1
266	20000	fus	0.00 1552	1		
266	20000	rap	0.00 1384	1		
266	20000	ins	0.29 1436			1
267	31000	fus	0.00 1772		1	
267	31000	rap	0.00 1504		1	
267	31000	ins	0.70 1528			1
268	55000	rap	0.00 1692		1	
268	55000	fus	0.01 2136	1		
268	55000	ins	2.18 1684			1
269	31000	rap	0.00 1476		1	
269	31000	fus	0.00 1836		1	
269	31000	ins	0.68 1440			1
270	50000	rap	0.00 1676		1	
270	50000	fus	0.01 2040	1		
270	50000	ins	1.79 1624			1
271	46000	fus	0.00 2008		1	
271	46000	rap	0.01 1484		1	
271	46000	ins	1.52 1636			1
272	37000	rap	0.00 1488	1		
272	37000	fus	0.00 1816	1		
272	37000	ins	0.98 1544			1
273	19000	rap	0.00 1428	1		
273	19000	fus	0.00 1536	1		
273	19000	ins	0.26 1420			1
274	40000	rap	0.00 1592		1	
274	40000	fus	0.00 1888	1		
274	40000	ins	1.15 1592			1
275	2000	rap	0.00 1188		1	
275	2000	fus	0.00 1384			1
275	2000	ins	0.00 1244			1
276	12000	rap	0.00 1384		1	
276	12000	fus	0.00 1416		1	
276	12000	ins	0.10 1216			1
277	58000	rap	0.01 1648		1	
277	58000	fus	0.01 2140	1		
277	58000	ins	2.41 1648			1
278	23000	fus	0.00 1640	1		
278	23000	rap	0.00 1460	1		
278	23000	ins	0.38 1460			1
279	57000	fus	0.01 2148		1	
279	57000	rap	0.01 1648		1	
279	57000	ins	2.33 1644			1
280	38000	fus	0.00 1860		1	
280	38000	rap	0.00 1588		1	
280	38000	ins	1.03 1576			1
281	25000	fus	0.00 1712	1		
281	25000	rap	0.00 1488	1		
281	25000	ins	0.45 1452			1
282	17000	fus	0.00 1548	1		
282	17000	rap	0.00 1368	1		
282	17000	ins	0.20 1384			1
283	55000	rap	0.01 1700		1	
283	55000	fus	0.01 2172	1		
283	55000	ins	2.16 1608			1
284	50000	fus	0.01 2068	1		
284	50000	rap	0.01 1612		1	
284	50000	ins	1.79 1676			1
285	2000	fus	0.00 1300	1		
285	2000	rap	0.00 1272			1
285	2000	ins	0.00 1240			1
286	8000	rap	0.00 1336	1		
286	8000	fus	0.00 1376	1		
286	8000	ins	0.05 1256			1
287	52000	rap	0.00 1656		1	
287	52000	fus	0.01 2080	1		
287	52000	ins	1.93 1684			1
288	45000	rap	0.01 1572	1		
288	45000	fus	0.01 1928	1		
288	45000	ins	1.46 1632			1
289	35000	rap	0.00 1400		1	
289	35000	fus	0.00 1780	1		
289	35000	ins	0.87 1476			1
290	57000	rap	0.01 1708		1	
290	57000	fus	0.01 2132	1		
290	57000	ins	2.33 1624			1
291	57000	rap	0.01 1696		1	
291	57000	fus	0.01 2204	1		
291	57000	ins	2.30 1680			1
292	7000	fus	0.00 1460	1		
292	7000	rap	0.00 1176	1		
292	7000	ins	0.04 1332			1
293	14000	rap	0.00 1360	1		
293	14000	fus	0.00 1568	1		
293	14000	ins	0.14 1332			1
294	29000	rap	0.00 1420	1		
294	29000	fus	0.00 1720	1		
294	29000	ins	0.60 1516			1
295	11000	rap	0.00 1316		1	
295	11000	fus	0.00 1456		1	
295	11000	ins	0.09 1260			1
296	57000	rap	0.00 1632		1	
296	57000	fus	0.01 2132	1		
296	57000	ins	2.32 1732			1
297	58000	fus	0.01 2180		1	
297	58000	rap	0.01 1656		1	
297	58000	ins	2.40 1716			1
298	44000	rap	0.00 1468		1	
298	44000	fus	0.00 2000		1	
298	44000	ins	1.39 1628			1
299	24000	rap	0.00 1364	1		
299	24000	fus	0.00 1660	1		
299	24000	ins	0.41 1408			1
300	14000	fus	0.00 1500		1	
300	14000	rap	0.00 1292		1	
300	14000	ins	0.14 1388			1
301	14000	fus	0.00 1508		1	
301	14000	rap	0.00 1396		1	
301	14000	ins	0.14 1292			1
302	15000	fus	0.00 1584		1	
302	15000	rap	0.00 1376		1	
302	15000	ins	0.16 1292			1
303	35000	fus	0.00 1828	1		
303	35000	rap	0.00 1540	1		
303	35000	ins	0.88 1452			1
304	1000	fus	0.00 1292			1
304	1000	rap	0.00 1256			1
304	1000	ins	0.00 1300			1
305	57000	rap	0.01 1648		1	
305	57000	fus	0.01 2208	1		
305	57000	ins	2.32 1644			1
306	41000	rap	0.00 1520	1		
306	41000	fus	0.01 1936	1		
306	41000	ins	1.22 1524			1
307	58000	fus	0.01 2192	1		
307	58000	rap	0.00 1640	1		
307	58000	ins	2.42 1736			1
308	14000	rap	0.00 1328	1		
308	14000	fus	0.00 1468	1		
308	14000	ins	0.14 1400			1
309	18000	fus	0.00 1572	1		
309	18000	rap	0.00 1268		1	
309	18000	ins	0.24 1396			1
310	16000	fus	0.00 1484		1	
310	16000	rap	0.00 1248		1	
310	16000	ins	0.19 1392			1
311	48000	fus	0.01 2032	1		
311	48000	rap	0.01 1644	1		
311	48000	ins	1.65 1572			1
312	14000	rap	0.00 1360	1		
312	14000	fus	0.00 1456	1		
312	14000	ins	0.14 1388			1
313	15000	fus	0.00 1484	1		
313	15000	rap	0.00 1340		1	
313	15000	ins	0.17 1388			1
314	18000	rap	0.00 1436		1	
314	18000	fus	0.00 1596	1		
314	18000	ins	0.24 1404			1
315	33000	fus	0.00 1760	1		
315	33000	rap	0.00 1460	1		
315	33000	ins	0.78 1460			1
316	8000	rap	0.00 1340	1		
316	8000	fus	0.00 1400	1		
316	8000	ins	0.05 1344			1
317	45000	rap	0.00 1612		1	
317	45000	fus	0.01 1968	1		
317	45000	ins	1.44 1644			1
318	58000	fus	0.01 2088		1	
318	58000	rap	0.01 1716		1	
318	58000	ins	2.42 1580			1
319	52000	rap	0.01 1604		1	
319	52000	fus	0.01 2132	1		
319	52000	ins	1.93 1692			1
320	2000	rap	0.00 1268		1	
320	2000	ins	0.00 1300	1		
320	2000	fus	0.00 1340	1		
321	20000	rap	0.00 1436		1	
321	20000	fus	0.00 1600		1	
321	20000	ins	0.29 1356			1
322	12000	fus	0.00 1416		1	
322	12000	rap	0.00 1320		1	
322	12000	ins	0.10 1272			1
323	59000	rap	0.01 1660		1	
323	59000	fus	0.01 2196	1		
323	59000	ins	2.49 1712			1
324	27000	rap	0.00 1492		1	
324	27000	fus	0.00 1696	1		
324	27000	ins	0.52 1504			1
325	40000	fus	0.01 1916	1		
325	40000	rap	0.00 1600		1	
325	40000	ins	1.15 1492			1
326	2000	fus	0.00 1312	1		
326	2000	ins	0.00 1240			1
326	2000	rap	0.00 1248			1
327	43000	fus	0.00 1980	1		
327	43000	rap	0.00 1592	1		
327	43000	ins	1.33 1460			1
328	30000	fus	0.00 1708		1	
328	30000	rap	0.00 1412		1	
328	30000	ins	0.65 1484			1
329	5000	fus	0.00 1328		1	
329	5000	rap	0.00 1268		1	
329	5000	ins	0.02 1160			1
330	32000	rap	0.00 1524		1	
330	32000	fus	0.00 1776	1		
330	32000	ins	0.74 1504			1
331	14000	fus	0.00 1456		1	
331	14000	rap	0.00 1332		1	
331	14000	ins	0.14 1332			1
332	44000	rap	0.00 1468	1		
332	44000	fus	0.00 2040	1		
332	44000	ins	1.38 1624			1
333	23000	rap	0.00 1448	1		
333	23000	fus	0.00 1680	1		
333	23000	ins	0.38 1404			1
334	1000	rap	0.00 1180			1
334	1000	fus	0.00 1328			1
334	1000	ins	0.00 1260			1
335	46000	rap	0.00 1536		1	
335	46000	fus	0.01 1980	1		
335	46000	ins	1.51 1640			1
336	51000	rap	0.01 1624		1	
336	51000	fus	0.01 1980	1		
336	51000	ins	1.86 1596			1
337	51000	rap	0.01 1676	1		
337	51000	fus	0.00 2040	1		
337	51000	ins	1.87 1684			1
338	21000	rap	0.00 1388		1	
338	21000	fus	0.00 1584		1	
338	21000	ins	0.32 1460			1
339	30000	fus	0.00 1748	1		
339	30000	rap	0.00 1496	1		
339	30000	ins	0.64 1412			1
340	36000	fus	0.00 1852		1	
340	36000	rap	0.00 1460		1	
340	36000	ins	0.93 1544			1
341	42000	rap	0.00 1608		1	
341	42000	fus	0.00 1924		1	
341	42000	ins	1.27 1608			1
342	49000	rap	0.00 1616		1	
342	49000	fus	0.01 2000	1		
342	49000	ins	1.72 1564			1
343	27000	rap	0.00 1496	1		
343	27000	fus	0.00 1712	1		
343	27000	ins	0.52 1392			1
344	32000	rap	0.00 1536		1	
344	32000	fus	0.00 1684		1	
344	32000	ins	0.74 1532			1
345	23000	rap	0.00 1356	1		
345	23000	fus	0.00 1648	1		
345	23000	ins	0.38 1432			1
346	39000	fus	0.01 1888	1		
346	39000	rap	0.00 1592	1		
346	39000	ins	1.10 1500			1
347	30000	rap	0.00 1432	1		
347	30000	fus	0.00 1784	1		
347	30000	ins	0.65 1520			1
348	13000	fus	0.00 1444	1		
348	13000	rap	0.00 1352		1	
348	13000	ins	0.12 1284			1
349	38000	rap	0.00 1548	1		
349	38000	fus	0.01 1840	1		
349	38000	ins	1.06 1552			1
350	4000	fus	0.00 1240		1	
350	4000	rap	0.00 1264		1	
350	4000	ins	0.01 1312			1
351	15000	fus	0.00 1476		1	
351	15000	rap	0.00 1236		1	
351	15000	ins	0.16 1296			1
352	0	ins	0.00 1260	1		
352	0	rap	0.00 1280	1		
352	0	fus	0.00 1180	1		
353	44000	rap	0.00 1528		1	
353	44000	fus	0.00 1996	1		
353	44000	ins	1.40 1620			1
354	7000	fus	0.00 1392		1	
354	7000	rap	0.00 1248		1	
354	7000	ins	0.04 1344			1
355	5000	fus	0.00 1312	1		
355	5000	rap	0.00 1312	1		
355	5000	ins	0.02 1220			1
356	1000	rap	0.00 1124	1		
356	1000	fus	0.00 1264	1		
356	1000	ins	0.00 1192			1
357	36000	rap	0.00 1564		1	
357	36000	fus	0.00 1840	1		
357	36000	ins	0.94 1556			1
358	20000	rap	0.00 1444	1		
358	20000	fus	0.00 1600	1		
358	20000	ins	0.29 1336			1
359	21000	fus	0.00 1684		1	
359	21000	rap	0.00 1368		1	
359	21000	ins	0.32 1416			1
360	21000	fus	0.00 1648	1		
360	21000	rap	0.00 1348	1		
360	21000	ins	0.32 1352			1
361	39000	rap	0.00 1532	1		
361	39000	fus	0.00 1896	1		
361	39000	ins	1.11 1568			1
362	31000	fus	0.00 1768	1		
362	31000	rap	0.00 1504		1	
362	31000	ins	0.70 1520			1
363	23000	rap	0.00 1360		1	
363	23000	fus	0.00 1540	1		
363	23000	ins	0.39 1380			1
364	8000	rap	0.00 1236	1		
364	8000	fus	0.00 1428	1		
364	8000	ins	0.05 1332			1
365	57000	rap	0.01 1644		1	
365	57000	fus	0.01 2176	1		
365	57000	ins	2.34 1672			1
366	36000	rap	0.00 1544		1	
366	36000	fus	0.00 1840		1	
366	36000	ins	0.93 1408			1
367	30000	rap	0.00 1524		1	
367	30000	fus	0.00 1788	1		
367	30000	ins	0.65 1408			1
368	2000	fus	0.00 1288	1		
368	2000	rap	0.00 1292	1		
368	2000	ins	0.00 1212			1
369	6000	fus	0.00 1400	1		
369	6000	rap	0.00 1324	1		
369	6000	ins	0.03 1300			1
370	37000	rap	0.00 1416	1		
370	37000	fus	0.00 1844	1		
370	37000	ins	0.98 1520			1
371	42000	rap	0.00 1600		1	
371	42000	fus	0.00 1940		1	
371	42000	ins	1.27 1600			1
372	51000	rap	0.00 1668		1	
372	51000	fus	0.01 2052	1		
372	51000	ins	1.85 1668			1
373	21000	rap	0.00 1368	1		
373	21000	fus	0.00 1612	1		
373	21000	ins	0.32 1400			1
374	26000	fus	0.00 1720	1		
374	26000	rap	0.00 1472		1	
374	26000	ins	0.48 1476			1
375	54000	fus	0.01 2160		1	
375	54000	rap	0.01 1656		1	
375	54000	ins	2.08 1700			1
376	32000	rap	0.00 1512		1	
376	32000	fus	0.00 1856	1		
376	32000	ins	0.74 1428			1
377	38000	fus	0.00 1780		1	
377	38000	rap	0.00 1500		1	
377	38000	ins	1.03 1520			1
378	37000	rap	0.00 1584		1	
378	37000	fus	0.00 1820		1	
378	37000	ins	0.99 1568			1
379	7000	rap	0.00 1340	1		
379	7000	fus	0.00 1384	1		
379	7000	ins	0.04 1336			1
380	46000	fus	0.00 1976		1	
380	46000	rap	0.00 1480		1	
380	46000	ins	1.52 1616			1
381	54000	rap	0.01 1676		1	
381	54000	fus	0.01 2164	1		
381	54000	ins	2.08 1704			1
382	30000	rap	0.00 1516	1		
382	30000	fus	0.00 1724	1		
382	30000	ins	0.64 1460			1
383	53000	rap	0.00 1608		1	
383	53000	fus	0.01 2140	1		
383	53000	ins	2.02 1692			1
384	47000	rap	0.00 1624	1		
384	47000	fus	0.01 2052	1		
384	47000	ins	1.57 1548			1
385	22000	rap	0.00 1452		1	
385	22000	fus	0.00 1696		1	
385	22000	ins	0.35 1424			1
386	22000	rap	0.00 1440		1	
386	22000	fus	0.00 1600	1		
386	22000	ins	0.35 1456			1
387	48000	rap	0.01 1628		1	
387	48000	fus	0.00 2024	1		
387	48000	ins	1.64 1576			1
388	25000	rap	0.00 1448		1	
388	25000	fus	0.00 1700	1		
388	25000	ins	0.44 1372			1
389	54000	fus	0.01 2096	1		
389	54000	rap	0.01 1596		1	
389	54000	ins	2.08 1704			1
390	53000	fus	0.01 2120	1		
390	53000	rap	0.00 1692		1	
390	53000	ins	2.00 1648			1
391	9000	rap	0.00 1268	1		
391	9000	fus	0.00 1448	1		
391	9000	ins	0.06 1288			1
392	21000	fus	0.00 1644		1	
392	21000	rap	0.00 1368		1	
392	21000	ins	0.32 1396			1
393	43000	fus	0.00 1952	1		
393	43000	rap	0.00 1612		1	
393	43000	ins	1.32 1604			1
394	10000	rap	0.00 1368		1	
394	10000	fus	0.00 1428	1		
394	10000	ins	0.07 1332			1
395	25000	rap	0.00 1316	1		
395	25000	fus	0.00 1700	1		
395	25000	ins	0.44 1320			1
396	1000	rap	0.00 1132			1
396	1000	fus	0.00 1288			1
396	1000	ins	0.00 1232			1
397	46000	fus	0.01 2032		1	
397	46000	rap	0.00 1544		1	
397	46000	ins	1.52 1628			1
398	0	fus	0.00 1252			1
398	0	rap	0.00 1196			1
398	0	ins	0.00 1176			1
399	38000	rap	0.00 1424	1		
399	38000	fus	0.00 1880	1		
399	38000	ins	1.04 1552			1
400	18000	rap	0.00 1412		1	
400	18000	fus	0.00 1596	1		
400	18000	ins	0.24 1316			1
401	48000	rap	0.00 1608		1	
401	48000	fus	0.01 2040	1		
401	48000	ins	1.65 1600			1
402	6000	rap	0.00 1332	1		
402	6000	fus	0.00 1348	1		
402	6000	ins	0.03 1308			1
403	28000	fus	0.00 1724	1		
403	28000	rap	0.00 1400	1		
403	28000	ins	0.56 1484			1
404	23000	fus	0.00 1668	1		
404	23000	rap	0.00 1376	1		
404	23000	ins	0.38 1436			1
405	30000	fus	0.00 1712		1	
405	30000	rap	0.00 1488		1	
405	30000	ins	0.65 1524			1
406	23000	fus	0.00 1592	1		
406	23000	rap	0.00 1456	1		
406	23000	ins	0.38 1456			1
407	35000	rap	0.00 1448		1	
407	35000	fus	0.00 1820	1		
407	35000	ins	0.88 1556			1
408	30000	rap	0.00 1468	1		
408	30000	fus	0.00 1744	1		
408	30000	ins	0.65 1492			1
409	18000	fus	0.00 1544	1		
409	18000	rap	0.00 1336	1		
409	18000	ins	0.23 1392			1
410	55000	rap	0.00 1712	1		
410	55000	fus	0.01 2172	1		
410	55000	ins	2.18 1688			1
411	1000	ins	0.00 1232			1
411	1000	rap	0.00 1260			1
411	1000	fus	0.00 1256			1
412	20000	fus	0.00 1624		1	
412	20000	rap	0.00 1336		1	
412	20000	ins	0.29 1336			1
413	4000	fus	0.00 1316	1		
413	4000	rap	0.00 1208	1		
413	4000	ins	0.01 1296			1
414	9000	rap	0.00 1320	1		
414	9000	fus	0.00 1428	1		
414	9000	ins	0.06 1244			1
415	28000	rap	0.00 1504		1	
415	28000	fus	0.00 1696	1		
415	28000	ins	0.56 1512			1
416	41000	rap	0.00 1584		1	
416	41000	fus	0.01 1932	1		
416	41000	ins	1.20 1608			1
417	1000	rap	0.00 1204			
417	1000	fus	0.00 1252			
417	1000	ins	0.00 1228			
418	11000	rap	0.00 1308	1		
418	11000	fus	0.00 1448	1		
418	11000	ins	0.09 1356			1
419	15000	rap	0.00 1384	1		
419	15000	fus	0.00 1512	1		
419	15000	ins	0.16 1368			1
420	45000	fus	0.00 1944	1		
420	45000	rap	0.00 1612		1	
420	45000	ins	1.44 1640			1
421	16000	rap	0.00 1380	1		
421	16000	fus	0.00 1484	1		
421	16000	ins	0.18 1316			1
422	24000	fus	0.00 1612	1		
422	24000	rap	0.00 1388			
422	24000	ins	0.42 1444			1
423	32000	fus	0.00 1760		1	
423	32000	rap	0.00 1544		1	
423	32000	ins	0.74 1436			1
424	13000	rap	0.00 1348	1		
424	13000	fus	0.00 1432	1		
424	13000	ins	0.12 1220			1
425	22000	rap	0.00 1464		1	
425	22000	fus	0.00 1608	1		
425	22000	ins	0.35 1372			1
426	8000	fus	0.00 1380		1	
426	8000	rap	0.00 1320		1	
426	8000	ins	0.04 1260			1
427	56000	rap	0.00 1692		1	
427	56000	fus	0.01 2168	1		
427	56000	ins	2.24 1692			1
428	8000	rap	0.00 1312	1		
428	8000	fus	0.00 1400	1		
428	8000	ins	0.05 1236			1
429	27000	rap	0.00 1492		1	
429	27000	fus	0.00 1660		1	
429	27000	ins	0.53 1412			1
430	51000	fus	0.01 2112	1		
430	51000	rap	0.00 1660		1	
430	51000	ins	1.87 1592			1
431	30000	rap	0.00 1524		1	
431	30000	fus	0.00 1780	1		
431	30000	ins	0.64 1492			1
432	43000	fus	0.00 1928		1	
432	43000	rap	0.00 1512		1	
432	43000	ins	1.33 1600			1
433	31000	fus	0.00 1776		1	
433	31000	rap	0.00 1496		1	
433	31000	ins	0.69 1468			1
434	46000	rap	0.00 1580		1	
434	46000	fus	0.01 2028	1		
434	46000	ins	1.52 1652			1
435	25000	fus	0.00 1664	1		
435	25000	rap	0.00 1476	1		
435	25000	ins	0.45 1392			1
436	58000	fus	0.01 2168		1	
436	58000	rap	0.01 1652		1	
436	58000	ins	2.42 1716			1
437	55000	fus	0.01 2100	1		
437	55000	rap	0.00 1656	1		
437	55000	ins	2.16 1632			1
438	24000	fus	0.00 1612	1		
438	24000	rap	0.00 1388	1		
438	24000	ins	0.41 1464			1
439	18000	fus	0.00 1540	1		
439	18000	rap	0.00 1412	1		
439	18000	ins	0.24 1428			1
440	10000	rap	0.00 1300		1	
440	10000	fus	0.00 1432	1		
440	10000	ins	0.07 1272			1
441	8000	fus	0.00 1476		1	
441	8000	rap	0.00 1316		1	
441	8000	ins	0.05 1316			1
442	30000	fus	0.00 1788	1		
442	30000	rap	0.00 1436		1	
442	30000	ins	0.65 1460			1
443	36000	rap	0.00 1540		1	
443	36000	fus	0.00 1820	1		
443	36000	ins	0.93 1552			1
444	38000	rap	0.00 1552		1	
444	38000	fus	0.00 1880	1		
444	38000	ins	1.04 1560			1
445	23000	fus	0.00 1592		1	
445	23000	rap	0.00 1412		1	
445	23000	ins	0.38 1448			1
446	26000	fus	0.00 1644	1		
446	26000	rap	0.00 1468		1	
446	26000	ins	0.49 1388			1
447	39000	rap	0.00 1432		1	
447	39000	fus	0.00 1904		1	
447	39000	ins	1.09 1592			1
448	33000	rap	0.00 1516	1		
448	33000	fus	0.00 1872	1		
448	33000	ins	0.79 1380			1
449	38000	rap	0.00 1476		1	
449	38000	fus	0.01 1916	1		
449	38000	ins	1.03 1484			1
450	39000	rap	0.00 1568		1	
450	39000	fus	0.01 1900	1		
450	39000	ins	1.10 1504			1
451	0	fus	0.00 1200			
451	0	rap	0.00 1224			
451	0	ins	0.00 1280			
452	39000	rap	0.00 1488		1	
452	39000	fus	0.00 1868	1		
452	39000	ins	1.08 1504			1
453	58000	fus	0.01 2164		1	
453	58000	rap	0.01 1732		1	
453	58000	ins	2.40 1656			1
454	20000	rap	0.00 1360		1	
454	20000	fus	0.00 1668	1		
454	20000	ins	0.28 1336			1
455	46000	rap	0.00 1588		1	
455	46000	fus	0.01 1996	1		
455	46000	ins	1.51 1560			1
456	52000	rap	0.00 1584		1	
456	52000	fus	0.01 2088		1	
456	52000	ins	1.93 1668			1
457	0	ins	0.00 1176			1
457	0	fus	0.00 1196			1
457	0	rap	0.00 1280			1
458	45000	rap	0.00 1536	1		
458	45000	fus	0.01 1992	1		
458	45000	ins	1.44 1572			1
459	37000	rap	0.00 1544	1		
459	37000	fus	0.00 1844	1		
459	37000	ins	0.97 1476			1
460	19000	rap	0.00 1428	1		
460	19000	fus	0.00 1536	1		
460	19000	ins	0.25 1428			1
461	31000	rap	0.00 1508	1		
461	31000	fus	0.00 1720	1		
461	31000	ins	0.69 1420			1
462	16000	fus	0.00 1560		1	
462	16000	rap	0.00 1396		1	
462	16000	ins	0.18 1304			1
463	18000	rap	0.00 1316	1		
463	18000	fus	0.00 1516	1		
463	18000	ins	0.24 1436			1
464	41000	fus	0.01 1896	1		
464	41000	rap	0.00 1592	1		
464	41000	ins	1.20 1608			1
465	33000	fus	0.00 1792	1		
465	33000	rap	0.00 1516	1		
465	33000	ins	0.78 1540			1
466	50000	fus	0.00 2100	1		
466	50000	rap	0.00 1616	1		
466	50000	ins	1.80 1672			1
467	9000	fus	0.00 1448	1		
467	9000	rap	0.00 1244	1		
467	9000	ins	0.06 1264			1
468	39000	fus	0.01 1872		1	
468	39000	rap	0.00 1532		1	
468	39000	ins	1.09 1584			1
469	3000	rap	0.00 1204	1		
469	3000	fus	0.00 1228	1		
469	3000	ins	0.00 1276			1
470	42000	fus	0.01 1968	1		
470	42000	rap	0.00 1504		1	
470	42000	ins	1.27 1584			1
471	35000	rap	0.00 1556		1	
471	35000	fus	0.00 1792		1	
471	35000	ins	0.88 1568			1
472	16000	rap	0.00 1376	1		
472	16000	fus	0.00 1528	1		
472	16000	ins	0.19 1408			1
473	29000	rap	0.00 1428	1		
473	29000	fus	0.00 1808	1		
473	29000	ins	0.60 1400			1
474	29000	fus	0.00 1636	1		
474	29000	rap	0.00 1456	1		
474	29000	ins	0.60 1408			1
475	14000	rap	0.00 1284		1	
475	14000	fus	0.00 1448	1		
475	14000	ins	0.14 1340			1
476	10000	fus	0.00 1440	1		
476	10000	rap	0.00 1256		1	
476	10000	ins	0.07 1296			1
477	11000	rap	0.00 1280	1		
477	11000	fus	0.00 1456	1		
477	11000	ins	0.09 1260			1
478	59000	rap	0.01 1720		1	
478	59000	fus	0.02 2164	1		
478	59000	ins	2.49 1696			1
479	2000	rap	0.00 1192	1		
479	2000	ins	0.00 1296			1
479	2000	fus	0.00 1264			1
480	55000	rap	0.00 1712		1	
480	55000	fus	0.01 2044	1		
480	55000	ins	2.16 1680			1
481	48000	fus	0.00 2104		1	
481	48000	rap	0.01 1608		1	
481	48000	ins	1.65 1628			1
482	47000	fus	0.00 1916	1		
482	47000	rap	0.01 1600		1	
482	47000	ins	1.58 1592			1
483	29000	rap	0.00 1516		1	
483	29000	fus	0.00 1768	1		
483	29000	ins	0.60 1452			1
484	37000	rap	0.00 1476	1		
484	37000	fus	0.00 1840	1		
484	37000	ins	0.98 1564			1
485	38000	rap	0.00 1496		1	
485	38000	fus	0.00 1852	1		
485	38000	ins	1.03 1556			1
486	6000	rap	0.00 1240	1		
486	6000	fus	0.00 1340	1		
486	6000	ins	0.02 1320			1
487	12000	fus	0.00 1448		1	
487	12000	rap	0.00 1348		1	
487	12000	ins	0.10 1372			1
488	25000	rap	0.00 1448		1	
488	25000	fus	0.00 1680	1		
488	25000	ins	0.44 1472			1
489	59000	rap	0.01 1660	1		
489	59000	fus	0.01 2108	1		
489	59000	ins	2.47 1696			1
490	32000	rap	0.00 1504		1	
490	32000	fus	0.00 1784		1	
490	32000	ins	0.73 1476			1
491	19000	rap	0.00 1348	1		
491	19000	fus	0.00 1652	1		
491	19000	ins	0.26 1328			1
492	44000	fus	0.00 2044		1	
492	44000	rap	0.00 1620		1	
492	44000	ins	1.39 1620			1
493	50000	fus	0.01 2096		1	
493	50000	rap	0.01 1576		1	
493	50000	ins	1.78 1660			1
494	40000	rap	0.00 1540		1	
494	40000	fus	0.01 1904	1		
494	40000	ins	1.14 1500			1
495	8000	rap	0.00 1316	1		
495	8000	fus	0.00 1388	1		
495	8000	ins	0.04 1320			1
496	27000	rap	0.00 1464	1		
496	27000	fus	0.00 1732	1		
496	27000	ins	0.52 1436			1
497	17000	fus	0.00 1532		1	
497	17000	rap	0.00 1360		1	
497	17000	ins	0.21 1260			1
498	50000	rap	0.00 1564		1	
498	50000	fus	0.01 2068	1		
498	50000	ins	1.79 1648			1
499	23000	rap	0.00 1448	1		
499	23000	fus	0.00 1676	1		
499	23000	ins	0.38 1376			1
500	43000	rap	0.00 1604		1	
500	43000	fus	0.01 1912	1		
500	43000	ins	1.33 1564			1
501	42000	fus	0.00 1936	1		
501	42000	rap	0.00 1588	1		
501	42000	ins	1.26 1624			1
502	25000	rap	0.00 1420	1		
502	25000	fus	0.00 1704	1		
502	25000	ins	0.45 1464			1
503	0	ins	0.00 1224	1		
503	0	fus	0.00 1224	1		
503	0	rap	0.00 1268	1		
504	54000	fus	0.01 2160	1		
504	54000	rap	0.01 1644		1	
504	54000	ins	2.09 1700			1
505	18000	fus	0.00 1524		1	
505	18000	rap	0.00 1412		1	
505	18000	ins	0.25 1400			1
506	51000	fus	0.01 2076	1		
506	51000	rap	0.01 1660	1		
506	51000	ins	1.87 1596			1
507	37000	fus	0.01 1868	1		
507	37000	rap	0.00 1500		1	
507	37000	ins	0.99 1524			1
508	5000	fus	0.00 1428	1		
508	5000	rap	0.00 1312	1		
508	5000	ins	0.02 1316			1
509	56000	fus	0.01 2156		1	
509	56000	rap	0.01 1624		1	
509	56000	ins	2.25 1704			1
510	26000	rap	0.00 1460		1	
510	26000	fus	0.00 1660		1	
510	26000	ins	0.49 1328			1
511	56000	fus	0.01 2056	1		
511	56000	rap	0.01 1708		1	
511	56000	ins	2.25 1692			1
512	20000	fus	0.00 1624	1		
512	20000	rap	0.00 1392		1	
512	20000	ins	0.29 1284			1
513	32000	rap	0.00 1536	1		
513	32000	fus	0.00 1736	1		
513	32000	ins	0.73 1520			1
514	2000	rap	0.00 1140		1	
514	2000	fus	0.00 1284		1	
514	2000	ins	0.00 1272			1
515	25000	fus	0.00 1704		1	
515	25000	rap	0.00 1392		1	
515	25000	ins	0.45 1316			1
516	16000	fus	0.00 1484	1		
516	16000	rap	0.00 1320	1		
516	16000	ins	0.18 1392			1
517	32000	rap	0.00 1484	1		
517	32000	fus	0.00 1684	1		
517	32000	ins	0.74 1436			1
518	4000	fus	0.00 1380		1	
518	4000	rap	0.00 1156		1	
518	4000	ins	0.01 1152			1
519	55000	rap	0.00 1632		1	
519	55000	fus	0.01 2148	1		
519	55000	ins	2.18 1716			1
520	40000	rap	0.00 1512		1	
520	40000	fus	0.01 1980	1		
520	40000	ins	1.15 1596			1
521	45000	rap	0.00 1604		1	
521	45000	fus	0.01 1920	1		
521	45000	ins	1.44 1528			1
522	24000	fus	0.00 1616	1		
522	24000	rap	0.00 1480		1	
522	24000	ins	0.42 1468			1
523	6000	fus	0.00 1444		1	
523	6000	rap	0.00 1224		1	
523	6000	ins	0.03 1216			1
524	5000	rap	0.00 1304		1	
524	5000	fus	0.00 1304	1		
524	5000	ins	0.02 1300			1
525	37000	rap	0.00 1492	1		
525	37000	fus	0.01 1932	1		
525	37000	ins	0.98 1572			1
526	14000	rap	0.00 1308	1		
526	14000	fus	0.00 1492	1		
526	14000	ins	0.14 1288			1
527	14000	fus	0.00 1480	1		
527	14000	rap	0.00 1292	1		
